team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Florida,Todd Golden,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
UTEP,Joe Golding,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Southern Indiana,Stan Gouard,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Dayton,Anthony Grant,sports_reference_2024_coaches,3,0,0,0,0,0,0,0,3,0.7412
Boston College,Earl Grant,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Western Carolina,Justin Gray,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Bucknell,John Griffin III,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Akron,John Groce,sports_reference_2024_coaches,4,1,0,0,1,0,0,0,6,0.8428
Stanford,Jerod Haase,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Buffalo,George Halcovage III,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Eastern Kentucky,A.W. Hamilton,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Florida St.,Leonard Hamilton,sports_reference_2024_coaches,11,5,0,0,8,4,0,0,21,0.9539
Memphis,Anfernee Hardaway,sports_reference_2024_coaches,2,0,0,0,2,0,0,0,2,0.6829
Loyola MD,Tavaras Hardy,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Jacksonville St.,Ray Harper,sports_reference_2024_coaches,4,0,0,0,2,0,0,0,4,0.7818
Georgia State,Jonas Hayes,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Eastern Michigan,Stan Heath,sports_reference_2024_coaches,4,1,0,0,0,0,0,0,6,0.8428
Incarnate Word,Shane Heirman,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Dakota St.,Eric Henderson,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Princeton,Mitch Henderson,sports_reference_2024_coaches,2,1,0,0,2,1,0,0,4,0.7818
Georgia Southern,Charlie Henry,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
UTSA,Steve Henson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Louisiana Tech,Talvin Hester,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
North Texas,Ross Hodge,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Arkansas State,Bryan Hodgson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Nebraska,Fred Hoiberg,sports_reference_2024_coaches,4,1,0,0,0,0,0,0,6,0.8428
Seton Hall,Shaheen Holloway,sports_reference_2024_coaches,1,1,0,0,0,0,0,0,3,0.7412
New Mexico State,Jason Hooten,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Washington,Mike Hopkins,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Northern Kentucky,Darrin Horn,sports_reference_2024_coaches,2,1,0,0,1,0,0,0,4,0.7818
Michigan,Juwan Howard,sports_reference_2024_coaches,2,2,0,0,2,2,0,0,6,0.8428
Alabama A&M,Otis Hughley Jr.,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tulane,Ron Hunter,sports_reference_2024_coaches,4,0,0,0,0,0,0,0,4,0.7818
Arizona St.,Bobby Hurley,sports_reference_2024_coaches,4,0,0,0,3,0,0,0,4,0.7818
Connecticut,Dan Hurley,sports_reference_2024_coaches,5,1,1,2,3,1,1,2,27,0.9634
High Point,Alan Huss,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Fresno St.,Justin Hutson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Delaware,Martin Ingelsby,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Mississippi Valley State,George Ivory,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Michigan St.,Tom Izzo,sports_reference_2024_coaches,25,15,8,1,25,15,8,1,95,1.0
Grambling,Donte Jackson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Northern Iowa,Ben Jacobson,sports_reference_2024_coaches,4,1,0,0,4,1,0,0,6,0.8428
Mississippi St.,Chris Jans,sports_reference_2024_coaches,4,0,0,0,1,0,0,0,4,0.7818
Southern Utah,Rob Jeter,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Minnesota,Ben Johnson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southern,Kevin Johnson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Loyola Marymount,Stan Johnson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Texas State,Terrence Johnson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Stetson,Donnie Jones,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Yale,James Jones,sports_reference_2024_coaches,3,0,0,0,3,0,0,0,3,0.7412
Boston University,Joe Jones,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Texas Southern,Johnny Jones,sports_reference_2024_coaches,6,0,0,0,3,0,0,0,6,0.8428
UNC Greensboro,Mike Jones,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Norfolk St.,Robert Jones,sports_reference_2024_coaches,2,0,0,0,2,0,0,0,2,0.6829
Hampton,Edward Joyner Jr,sports_reference_2024_coaches,3,0,0,0,3,0,0,0,3,0.7412
Utah Tech,Jon Judkins,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Oakland,Greg Kampe,sports_reference_2024_coaches,3,0,0,0,3,0,0,0,3,0.7412
N.C. State,Kevin Keatts,sports_reference_2024_coaches,4,0,0,0,2,0,0,0,4,0.7818
Stephen F. Austin,Kyle Keller,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Charleston,Pat Kelsey,sports_reference_2024_coaches,3,0,0,0,1,0,0,0,3,0.7412
UAB,Andy Kennedy,sports_reference_2024_coaches,3,0,0,0,1,0,0,0,3,0.7412
Appalachian St.,Dustin Kerns,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Southeastern Louisiana,David Kiefer,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Albany (NY),Dwayne Killings,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tulsa,Eric Konkol,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southeast Missouri State,Brad Korn,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Toledo,Tod Kowalczyk,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Stonehill,Chris Kraus,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Francis (PA),Rob Krimmel,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
UNLV,Kevin Kruger,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Army,Kevin Kuwik,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southern Miss,Jay Ladner,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Joseph's,Billy Lange,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Colgate,Matt Langel,sports_reference_2024_coaches,4,0,0,0,4,0,0,0,4,0.7818
SMU,Rob Lanier,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Miami FL,Jim Larranaga,sports_reference_2024_coaches,11,5,2,0,6,4,1,0,29,0.9715
Sacred Heart,Anthony Latina,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
San Diego,Steve Lavin,sports_reference_2024_coaches,8,5,0,0,0,0,0,0,18,0.9458
Portland,Shantay Legans,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Queens (NC),Grant Leonard,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
UC-Davis,Jim Les,sports_reference_2024_coaches,2,1,0,0,1,0,0,0,4,0.7818
Ball State,Michael Lewis,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Wyoming,Jeff Linder,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Arizona,Tommy Lloyd,sports_reference_2024_coaches,2,1,0,0,2,1,0,0,4,0.7818
Montana St.,Matt Logie,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Idaho State,Ryan Looney,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Milwaukee,Bart Lundy,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Western Kentucky,Steve Lutz,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Siena,Carmen Maciariello,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Alabama St.,Tony Madlock,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
California,Mark Madsen,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
UC-Riverside,Mike Magpayo,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Maine,Chris Markwood,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Louisiana,Bob Marlin,sports_reference_2024_coaches,4,0,0,0,2,0,0,0,4,0.7818
Bryant,Phil Martelli Jr.,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Carolina State,Erik Martin,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Massachusetts,Frank Martin,sports_reference_2024_coaches,5,2,1,0,0,0,0,0,13,0.9201
Brown,Mike Martin,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Peter's,Bashir Mason,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Butler,Thad Matta,sports_reference_2024_coaches,13,6,2,0,1,0,0,0,33,0.9797
Florida Atlantic,Dusty May,sports_reference_2024_coaches,1,1,1,0,1,1,1,0,7,0.874
Iowa,Fran McCaffery,sports_reference_2024_coaches,12,0,0,0,7,0,0,0,12,0.9146
Texas Tech,Grant McCasland,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Florida A&M,Robert McCullum,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Creighton,Greg McDermott,sports_reference_2024_coaches,11,2,0,0,8,2,0,0,15,0.9282
Middle Tennessee,Nick McDevitt,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
Lafayette,Mike McGarvey,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Campbell,Kevin McGeehan,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Liberty,Ritchie McKay,sports_reference_2024_coaches,3,0,0,0,2,0,0,0,3,0.7412
Davidson,Matt McKillop,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Dartmouth,David McLaughlin,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
LSU,Matt McMahon,sports_reference_2024_coaches,3,0,0,0,0,0,0,0,3,0.7412
Samford,Bucky McMillan,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Colorado St.,Niko Medved,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Missouri-Kansas City,Marvin Menzies,sports_reference_2024_coaches,5,0,0,0,0,0,0,0,5,0.813
San Jose State,Tim Miles,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Rhode Island,Archie Miller,sports_reference_2024_coaches,4,1,0,0,0,0,0,0,6,0.8428
Xavier,Sean Miller,sports_reference_2024_coaches,12,8,0,0,5,3,0,0,28,0.9675
Cincinnati,Wes Miller,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Wichita St.,Paul Mills,sports_reference_2024_coaches,2,1,0,0,0,0,0,0,4,0.7818
Jacksonville,Jordan Mincy,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Long Beach State,Dan Monson,sports_reference_2024_coaches,3,1,0,0,1,0,0,0,5,0.813
Richmond,Chris Mooney,sports_reference_2024_coaches,3,1,0,0,3,1,0,0,5,0.813
UNC Asheville,Mike Morrell,sports_reference_2024_coaches,1,0,0,0,1,0,0,0,1,0.5718
Oklahoma,Porter Moser,sports_reference_2024_coaches,2,2,1,0,0,0,0,0,10,0.9024
North Carolina Central,LeVelle Moton,sports_reference_2024_coaches,4,0,0,0,4,0,0,0,4,0.7818
Sam Houston,Chris Mudge,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southern Illinois,Bryan Mullins,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Arkansas,Eric Musselman,sports_reference_2024_coaches,6,4,0,0,3,3,0,0,14,0.9241
Wright St.,Scott Nagy,sports_reference_2024_coaches,5,0,0,0,2,0,0,0,5,0.813
Villanova,Kyle Neptune,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Cal St. Northridge,Andy Newman,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Pacific,Josh Newman,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Radford,Darris Nichols,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Charleston Southern,Saah Nimley,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Alabama,Nate Oats,sports_reference_2024_coaches,6,2,0,0,3,2,0,0,10,0.9024
VCU,Ryan Odom,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
UC San Diego,Eric Olen,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Iowa St.,T.J. Otzelberger,sports_reference_2024_coaches,4,1,0,0,2,1,0,0,6,0.8428
Purdue,Matt Painter,sports_reference_2024_coaches,15,6,0,0,14,6,0,0,27,0.9634
South Carolina,Lamont Paris,sports_reference_2024_coaches,1,0,0,0,0,0,0,0,1,0.5718
UCSB,Joe Pasternack,sports_reference_2024_coaches,2,0,0,0,2,0,0,0,2,0.6829
Sacramento State,David Patrick,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Holy Cross,Dave Paulsen,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Niagara,Greg Paulus,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Louisville,Kenny Payne,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Auburn,Bruce Pearl,sports_reference_2024_coaches,12,5,1,0,4,1,1,0,26,0.958
Quinnipiac,Tom Pecora,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Illinois State,Ryan Pedon,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tennessee Tech,John Pelphrey,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
Rice,Scott Pera,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Wofford,Dwight Perry,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Dakota,Eric Peterson,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Kennesaw St.,Antoine Pettway,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Utah Valley,Todd Phillips,sports_reference_2024_coaches,0,0,0,0,0,0,0,0,0,0.2493
Rutgers,Steve Pikiell,sports_reference_2024_coaches,3,0,0,0,2,0,0,0,3,0.7412
New Mexico,Richard Pitino,sports_reference_2024_coaches,2,0,0,0,0,0,0,0,2,0.6829
St. John's,Rick Pitino,sports_reference_2024_coaches,23,13,7,2,0,0,0,0,93,0.9973
