team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Louisiana-Monroe,Keith Richard,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Alcorn State,Luther Riley,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Prairie View,Byron Rimm II,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Oregon St.,Craig Robinson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Washington,Lorenzo Romar,sports_reference_2012_coaches,7,3,0,0,6,3,0,0,13,0.9167
BYU,Dave Rose,sports_reference_2012_coaches,5,1,0,0,5,1,0,0,7,0.842
Delaware,Monte Ross,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Wisconsin,Bo Ryan,sports_reference_2012_coaches,10,4,0,0,10,4,0,0,18,0.9382
Nebraska,Doc Sadler,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Lipscomb,Scott Sanderson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
St. Bonaventure,Mark Schmidt,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Denver,Joe Scott,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Kansas,Bill Self,sports_reference_2012_coaches,13,8,1,1,8,5,1,1,41,0.9727
Arizona St.,Herb Sendek,sports_reference_2012_coaches,7,1,0,0,1,0,0,0,9,0.8621
Kent St.,Rob Senderoff,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
William & Mary,Tony Shaver,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Little Rock,Steve Shields,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Chattanooga,John Shulman,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Wyoming,Larry Shyatt,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
McNeese St.,Dave Simmons,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Evansville,Marty Simmons,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Towson,Pat Skerry,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Youngstown State,Jerry Slocum,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
VCU,Shaka Smart,sports_reference_2012_coaches,1,1,1,0,1,1,1,0,7,0.842
Columbia,Kyle Smith,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Minnesota,Tubby Smith,sports_reference_2012_coaches,16,9,1,1,2,0,0,0,46,0.977
Army,Zach Spiker,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Vanderbilt,Kevin Stallings,sports_reference_2012_coaches,7,2,0,0,5,2,0,0,11,0.8908
Mississippi St.,Rick Stansbury,sports_reference_2012_coaches,6,0,0,0,6,0,0,0,6,0.8233
Butler,Brad Stevens,sports_reference_2012_coaches,4,2,2,0,4,2,2,0,16,0.931
Oral Roberts,Scott Sutton,sports_reference_2012_coaches,3,0,0,0,3,0,0,0,3,0.7198
Ball State,Billy Taylor,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Old Dominion,Blaine Taylor,sports_reference_2012_coaches,6,0,0,0,4,0,0,0,6,0.8233
Fresno St.,Rodney Terry,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Florida International,Isiah Thomas III,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Pacific,Bob Thomason,sports_reference_2012_coaches,4,0,0,0,4,0,0,0,4,0.7644
UTSA,Brooks Thompson,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Georgetown,John Thompson III,sports_reference_2012_coaches,7,2,1,0,5,2,1,0,15,0.9282
Samford,Jimmy Tillette,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Montana,Wayne Tinkle,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Robert Morris,Andrew Toole,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Maryland,Mark Turgeon,sports_reference_2012_coaches,5,1,0,0,0,0,0,0,7,0.842
UC-Irvine,Russ Turner,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Morehead St.,Donnie Tyndall,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Idaho,Don Verlin,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Fairleigh Dickinson,Greg Vetrone,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
San Francisco,Rex Walters,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Green Bay,Brian Wardle,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Jacksonville,Cliff Warren,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Grambling,Robert Washington,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Cleveland St.,Gary Waters,sports_reference_2012_coaches,3,0,0,0,1,0,0,0,3,0.7198
Illinois,Bruce Weber,sports_reference_2012_coaches,8,3,1,0,6,2,1,0,18,0.9382
Louisiana Tech,Michael White,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Seton Hall,Kevin Willard,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
UCSB,Bob Williams,sports_reference_2012_coaches,3,0,0,0,3,0,0,0,3,0.7198
Marquette,Buzz Williams,sports_reference_2012_coaches,3,1,0,0,3,1,0,0,5,0.8003
North Carolina,Roy Williams,sports_reference_2012_coaches,21,14,7,2,7,5,3,2,93,0.9971
Central Arkansas,Corliss Williamson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Pepperdine,Marty Wilson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Texas A&M-Corpus Christi,Willis Wilson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Buffalo,Reggie Witherspoon,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Tulsa,Doug Wojcik,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Mississippi Valley State,Sean Woods,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Maine,Ted Woodward,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
UC-Riverside,Jim Wooldridge,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Villanova,Jay Wright,sports_reference_2012_coaches,9,4,1,0,7,4,1,0,21,0.9468
Southeastern Louisiana,Jim Yarbrough,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Georgia Southern,Charlton Young,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Wofford,Mike Young,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Central Michigan,Ernie Zeigler,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
