team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Savannah State,Horace Broadnax,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Missouri-Kansas City,Matt Brown,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Holy Cross,Milan Brown,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Albany (NY),Will Brown,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Clemson,Brad Brownell,sports_reference_2012_coaches,4,0,0,0,1,0,0,0,4,0.7644
Siena,Mitch Buonaguro,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Mount St. Mary's,Robert Burke,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Cal St. Fullerton,Bob Burton,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Belmont,Rick Byrd,sports_reference_2012_coaches,4,0,0,0,4,0,0,0,4,0.7644
Wake Forest,Jeff Bzdelik,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Connecticut,Jim Calhoun,sports_reference_2012_coaches,22,13,4,3,17,13,4,3,88,0.9943
Kentucky,John Calipari,sports_reference_2012_coaches,13,9,3,1,2,2,1,1,51,0.9828
Cal Poly,Joe Callero,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Appalachian St.,Jason Capel,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Northwestern,Bill Carmody,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Nevada,David Carter,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
South Carolina State,Tim Carter,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Hofstra,Mo Cassara,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Penn St.,Patrick Chambers,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
High Point,Scott Cherry,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
TCU,Jim Christian,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Iona,Tim Cluess,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Northeastern,Bill Coen,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Miami OH,Charlie Coles,sports_reference_2012_coaches,4,1,0,0,3,1,0,0,6,0.8233
Tulane,Ed Conroy,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Providence,Ed Cooley,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Tennessee State,John Cooper,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Dartmouth,Paul Cormier,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Houston Christian,Ron Cottrell,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Cornell,Bill Courtney,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Bethune-Cookman,Gravelle Craig,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Indiana,Tom Crean,sports_reference_2012_coaches,5,1,1,0,0,0,0,0,11,0.8908
Charleston,Bobby Cremins,sports_reference_2012_coaches,11,5,1,0,0,0,0,0,25,0.9598
Cincinnati,Mick Cronin,sports_reference_2012_coaches,3,0,0,0,1,0,0,0,3,0.7198
UT Arlington,Scott Cross,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Akron,Keith Dambrot,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Texas State,Doug Davalos,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Middle Tennessee,Kermit Davis Jr,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
UAB,Mike Davis,sports_reference_2012_coaches,5,1,1,0,1,0,0,0,11,0.8908
Stanford,Johnny Dawkins Jr,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Navy,Ed DeChellis,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
UNC Greensboro,Wes Miller,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Rider,Tommy Dempsey,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Central Connecticut,Howie Dickenman,sports_reference_2012_coaches,3,0,0,0,3,0,0,0,3,0.7198
Houston,James Dickey,sports_reference_2012_coaches,2,1,0,0,0,0,0,0,4,0.7644
Chicago State,Tracy Dildy,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Pittsburgh,Jamie Dixon,sports_reference_2012_coaches,8,3,0,0,8,3,0,0,14,0.9239
SMU,Matt Doherty,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Seattle,Cameron Dollar,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Boston College,Steve Donahue,sports_reference_2012_coaches,3,1,0,0,0,0,0,0,5,0.8003
Wright St.,Billy Donlon,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Florida,Billy Donovan,sports_reference_2012_coaches,11,5,3,2,11,5,3,2,49,0.9799
Valparaiso,Bryce Drew,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Baylor,Scott Drew,sports_reference_2012_coaches,2,1,0,0,2,1,0,0,4,0.7644
The Citadel,Chuck Driesell,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
North Florida,Matthew Driscoll,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Saint Peter's,John Dunne,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Temple,Fran Dunphy,sports_reference_2012_coaches,13,0,0,0,4,0,0,0,13,0.9167
North Carolina A&T,Jerry Eaves,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Coastal Carolina,Cliff Ellis,sports_reference_2012_coaches,8,3,0,0,0,0,0,0,14,0.9239
Florida Gulf Coast,Andy Enfield,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
NJIT,Jim Engles,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Southern Miss,Larry Eustachy,sports_reference_2012_coaches,3,1,0,0,0,0,0,0,5,0.8003
Norfolk St.,Anthony Evans,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Duquesne,Ron Everhart,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
LIU,Jim Ferry,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Gonzaga,Mark Few,sports_reference_2012_coaches,12,4,0,0,12,4,0,0,20,0.9425
San Diego St.,Steve Fisher,sports_reference_2012_coaches,11,5,3,1,4,1,0,0,41,0.9727
Drexel,Bruiser Flint,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
UTEP,Tim Floyd,sports_reference_2012_coaches,8,2,0,0,0,0,0,0,12,0.9066
Bradley,Geno Ford,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Oklahoma St.,Travis Ford,sports_reference_2012_coaches,3,0,0,0,2,0,0,0,3,0.7198
SIU Edwardsville,Lennox Forrester,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Georgia,Mark Fox,sports_reference_2012_coaches,4,0,0,0,1,0,0,0,4,0.7644
Saint Francis (PA),Don Friday,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Hartford,John Gallagher,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Portland State,Tyler Geving,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
La Salle,John Giannini,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Longwood,Mike Gillian,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Texas Tech,Billy Gillispie,sports_reference_2012_coaches,4,1,0,0,0,0,0,0,6,0.8233
Loyola Marymount,Max Good,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
N.C. State,Mark Gottfried,sports_reference_2012_coaches,7,1,0,0,0,0,0,0,9,0.8621
Alabama,Anthony Grant,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Jacksonville St.,James Green,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Virginia Tech,Seth Greenberg,sports_reference_2012_coaches,3,0,0,0,1,0,0,0,3,0.7198
Georgia Tech,Brian Gregory,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
San Diego,Bill Grier,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Ohio,John Groce,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Missouri,Frank Haith,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Florida St.,Leonard Hamilton,sports_reference_2012_coaches,6,2,0,0,3,1,0,0,10,0.875
Western Kentucky,Ray Harper,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Texas Southern,Tony Harvey,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Western Michigan,Steve Hawkins,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Alabama A&M,Willie Hayes,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Eastern Washington,Jim Hayford,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
South Florida,Stan Heath,sports_reference_2012_coaches,3,1,0,0,0,0,0,0,5,0.8003
Princeton,Mitch Henderson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
New Hampshire,Bill Herrion,sports_reference_2012_coaches,3,0,0,0,0,0,0,0,3,0.7198
Marshall,Tom Herrion,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
George Mason,Paul Hewitt,sports_reference_2012_coaches,6,1,1,0,0,0,0,0,12,0.9066
Northern Colorado,B.J. Hill,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Mercer,Bob Hoffman,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Iowa St.,Fred Hoiberg,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Gardner-Webb,Chris Holtmann,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Sam Houston,Jason Hooten,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
South Carolina,Darrin Horn,sports_reference_2012_coaches,1,1,0,0,0,0,0,0,3,0.7198
IU Indianapolis,Todd Howard,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
UCLA,Ben Howland,sports_reference_2012_coaches,9,5,3,0,6,3,3,0,31,0.9626
West Virginia,Bob Huggins,sports_reference_2012_coaches,19,6,2,0,4,2,1,0,39,0.9684
Utah Valley,Dick Hunsaker,sports_reference_2012_coaches,2,1,0,0,0,0,0,0,4,0.7644
Western Carolina,Larry Hunter,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Georgia State,Ron Hunter,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Wagner,Dan Hurley,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Montana St.,Brad Huse,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Arkansas-Pine Bluff,George Ivory,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Michigan St.,Tom Izzo,sports_reference_2012_coaches,14,9,6,1,14,9,6,1,64,0.9885
Delaware State,Greg Jackson,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Furman,Jeff Jackson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Alabama St.,Lewis Jackson,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Northern Iowa,Ben Jacobson,sports_reference_2012_coaches,2,1,0,0,2,1,0,0,4,0.7644
UT-Martin,Jason James,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Illinois State,Tim Jankovich,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Florida Atlantic,Mike Jarvis,sports_reference_2012_coaches,9,2,0,0,0,0,0,0,13,0.9167
Purdue Fort Wayne,Tony Jasick,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Milwaukee,Rob Jeter,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Florida A&M,Clemon Johnson,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Fairfield,Sydney Johnson,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
LSU,Trent Johnson,sports_reference_2012_coaches,5,2,0,0,1,0,0,0,9,0.8621
North Dakota,Brian Jones,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
UCF,Donnie Jones,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Yale,James Jones,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
American,Jeff Jones,sports_reference_2012_coaches,7,2,0,0,2,0,0,0,11,0.8908
Boston University,Joe Jones,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
North Texas,Johnny Jones,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Radford,Mike Jones,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Hampton,Edward Joyner Jr,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Oakland,Greg Kampe,sports_reference_2012_coaches,3,0,0,0,3,0,0,0,3,0.7198
Stephen F. Austin,Danny Kaspar,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Sacramento State,Brian Katz,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Santa Clara,Kerry Keating,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Massachusetts,Derek Kellogg,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Mississippi,Andy Kennedy,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Texas A&M,Billy Kennedy,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Lamar,Pat Knight,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Toledo,Tod Kowalczyk,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Oklahoma,Lon Kruger,sports_reference_2012_coaches,13,3,1,0,0,0,0,0,23,0.9511
Utah,Larry Krystkowiak,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Duke,Mike Krzyzewski,sports_reference_2012_coaches,27,20,11,4,27,20,11,4,143,1.0
Campbell,Robbie Laing,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Colgate,Matt Langel,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Indiana State,Greg Lansing,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Miami FL,Jim Larranaga,sports_reference_2012_coaches,5,1,1,0,0,0,0,0,11,0.8908
St. John's,Steve Lavin,sports_reference_2012_coaches,7,5,0,0,1,0,0,0,17,0.9339
Liberty,Dale Layer,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
East Carolina,Jeff Lebo,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
UC-Davis,Jim Les,sports_reference_2012_coaches,1,1,0,0,0,0,0,0,3,0.7198
George Washington,Mike Lonergan,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Austin Peay,Dave Loos,sports_reference_2012_coaches,3,0,0,0,3,0,0,0,3,0.7198
Southern Illinois,Chris Lowery,sports_reference_2012_coaches,3,1,0,0,3,1,0,0,5,0.8003
Missouri State,Paul Lusk,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Xavier,Chris Mack,sports_reference_2012_coaches,2,1,0,0,2,1,0,0,4,0.7644
Binghamton,Mark Macon,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Troy,Don Maestri,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Saint Louis,Rick Majerus,sports_reference_2012_coaches,12,4,1,0,0,0,0,0,24,0.9555
Charlotte,Alan Major,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Texas-Rio Grande Valley,Ryan Marks,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Louisiana,Bob Marlin,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Wichita St.,Gregg Marshall,sports_reference_2012_coaches,7,0,0,0,0,0,0,0,7,0.842
Saint Joseph's,Phil Martelli,sports_reference_2012_coaches,5,2,0,0,5,2,0,0,9,0.8621
Marist,Chuck Martin,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Tennessee,Cuonzo Martin,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Idaho State,Deane Martin,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Kansas St.,Frank Martin,sports_reference_2012_coaches,3,1,0,0,3,1,0,0,5,0.8003
Manhattan,Steve Masiello,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Elon,Matt Matheny,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Ohio St.,Thad Matta,sports_reference_2012_coaches,9,4,1,0,5,3,1,0,21,0.9468
Iowa,Fran McCaffery,sports_reference_2012_coaches,5,0,0,0,0,0,0,0,5,0.8003
Detroit Mercy,Ray McCallum,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Northwestern State,Mike McConathy,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Creighton,Greg McDermott,sports_reference_2012_coaches,3,0,0,0,0,0,0,0,3,0.7198
Davidson,Bob McKillop,sports_reference_2012_coaches,5,1,0,0,5,1,0,0,7,0.842
New Mexico State,Marvin Menzies,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Niagara,Joe Mihalich,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
Colorado St.,Tim Miles,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Dayton,Archie Miller,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Eastern Illinois,Mike Miller,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Arizona,Sean Miller,sports_reference_2012_coaches,5,3,0,0,1,1,0,0,11,0.8908
Coppin State,Fang Mitchell,sports_reference_2012_coaches,4,0,0,0,4,0,0,0,4,0.7644
Western Illinois,Jim Molinari,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
UMBC,Randy Monroe,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Long Beach State,Dan Monson,sports_reference_2012_coaches,2,1,0,0,0,0,0,0,4,0.7644
Northern Illinois,Mark Montgomery,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
California,Mike Montgomery,sports_reference_2012_coaches,14,3,1,0,2,0,0,0,24,0.9555
Richmond,Chris Mooney,sports_reference_2012_coaches,2,1,0,0,2,1,0,0,4,0.7644
Illinois Chicago,Howard Moore,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Quinnipiac,Tom Moore,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Utah St.,Stew Morrill,sports_reference_2012_coaches,9,0,0,0,8,0,0,0,9,0.8621
Loyola Chicago,Porter Moser,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
North Carolina Central,LeVelle Moton,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Eastern Michigan,Rob Murphy,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
South Dakota St.,Scott Nagy,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
San Jose State,George Nessman,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Eastern Kentucky,Jeff Neubauer,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Presbyterian,Gregg Nibert,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Howard,Kevin Nickelberry,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Southeast Missouri State,Dickey Nutt,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Lafayette,Fran O'Hanlon,sports_reference_2012_coaches,2,0,0,0,2,0,0,0,2,0.6509
USC,Kevin O'Neill,sports_reference_2012_coaches,4,1,0,0,1,0,0,0,6,0.8233
Bryant,Tim O'Shea,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Bowling Green,Louis Orr,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
Purdue,Matt Painter,sports_reference_2012_coaches,6,2,0,0,5,2,0,0,10,0.875
Canisius,Tom Parrotta,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Memphis,Josh Pastner,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Loyola MD,Jimmy Patsos,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Bucknell,Dave Paulsen,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
USC Upstate,Eddie Payne,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Tennessee Tech,Steve Payne,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Fordham,Tom Pecora,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Winthrop,Randy Peele,sports_reference_2012_coaches,3,0,0,0,2,0,0,0,3,0.7198
UNC Wilmington,Buzz Peterson,sports_reference_2012_coaches,1,0,0,0,0,0,0,0,1,0.5316
Drake,Mark Phelps,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
North Dakota St.,Saul Phillips,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Stony Brook,Steve Pikiell,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Air Force,Dave Pilipovich,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Nicholls State,J.P. Piper,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Louisville,Rick Pitino,sports_reference_2012_coaches,16,9,5,1,8,3,1,0,62,0.9856
Kennesaw St.,Lewis Preston,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Murray St.,Steve Prohm,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
DePaul,Oliver Purnell,sports_reference_2012_coaches,6,0,0,0,0,0,0,0,6,0.8233
Charleston Southern,Barclay Radebaugh,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Weber State,Randy Rahe,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Lehigh,Brett Reed,sports_reference_2012_coaches,1,0,0,0,1,0,0,0,1,0.5316
Southern Utah,Roger Reid,sports_reference_2012_coaches,5,0,0,0,0,0,0,0,5,0.8003
Portland,Eric Reveno,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
UNLV,Dave Rice,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Monmouth,King Rice,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Boise St.,Leon Rice,sports_reference_2012_coaches,0,0,0,0,0,0,0,0,0,0.2284
Rutgers,Mike Rice Jr,sports_reference_2012_coaches,2,0,0,0,0,0,0,0,2,0.6509
