team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Saint Peter's,John Dunne,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Temple,Fran Dunphy,sports_reference_2010_coaches,11,0,0,0,2,0,0,0,11,0.9003
Louisiana-Monroe,Orlando Early,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Eastern Washington,Kirk Earlywine,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
North Carolina A&T,Jerry Eaves,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Coastal Carolina,Cliff Ellis,sports_reference_2010_coaches,8,3,0,0,0,0,0,0,14,0.9302
NJIT,Jim Engles,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Southern Miss,Larry Eustachy,sports_reference_2010_coaches,3,1,0,0,0,0,0,0,5,0.8077
Norfolk St.,Anthony Evans,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Duquesne,Ron Everhart,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
LIU,Jim Ferry,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Gonzaga,Mark Few,sports_reference_2010_coaches,10,4,0,0,10,4,0,0,18,0.943
Purdue Fort Wayne,Dane Fife,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
San Diego St.,Steve Fisher,sports_reference_2010_coaches,9,4,3,1,2,0,0,0,37,0.9729
Drexel,Bruiser Flint,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
Kent St.,Geno Ford,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Oklahoma St.,Travis Ford,sports_reference_2010_coaches,2,0,0,0,1,0,0,0,2,0.6553
SIU Edwardsville,Lennox Forrester,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Georgia,Mark Fox,sports_reference_2010_coaches,3,0,0,0,0,0,0,0,3,0.7279
Saint Francis (PA),Don Friday,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Centenary (LA),Greg Gary,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Wake Forest,Dino Gaudio,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Portland State,Tyler Geving,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
La Salle,John Giannini,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Longwood,Mike Gillian,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Seton Hall,Bobby Gonzalez,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
Loyola Marymount,Max Good,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Boise St.,Greg Graham,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Alabama,Anthony Grant,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
Fordham,Jared Grasso,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Jacksonville St.,James Green,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Radford,Brad Greenberg,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Virginia Tech,Seth Greenberg,sports_reference_2010_coaches,3,0,0,0,1,0,0,0,3,0.7279
Dayton,Brian Gregory,sports_reference_2010_coaches,2,0,0,0,2,0,0,0,2,0.6553
San Diego,Bill Grier,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Ohio,John Groce,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Miami FL,Frank Haith,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Florida St.,Leonard Hamilton,sports_reference_2010_coaches,4,1,0,0,1,0,0,0,6,0.8319
Florida A&M,Eugene Harris,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Texas Southern,Tony Harvey,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Western Michigan,Steve Hawkins,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
South Florida,Stan Heath,sports_reference_2010_coaches,3,1,0,0,0,0,0,0,5,0.8077
New Hampshire,Bill Herrion,sports_reference_2010_coaches,3,0,0,0,0,0,0,0,3,0.7279
Georgia Tech,Paul Hewitt,sports_reference_2010_coaches,5,1,1,0,4,1,1,0,11,0.9003
Rutgers,Fred Hill Jr,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
George Washington,Karl Hobbs,sports_reference_2010_coaches,3,0,0,0,3,0,0,0,3,0.7279
Mercer,Bob Hoffman,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
South Carolina,Darrin Horn,sports_reference_2010_coaches,1,1,0,0,0,0,0,0,3,0.7279
UCLA,Ben Howland,sports_reference_2010_coaches,8,5,3,0,5,3,3,0,30,0.9601
West Virginia,Bob Huggins,sports_reference_2010_coaches,17,5,1,0,2,1,0,0,31,0.963
Utah Valley,Dick Hunsaker,sports_reference_2010_coaches,2,1,0,0,0,0,0,0,4,0.7764
Western Carolina,Larry Hunter,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
IU Indianapolis,Ron Hunter,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Montana St.,Brad Huse,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Kennesaw St.,Tony Ingle,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Arkansas-Pine Bluff,George Ivory,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Michigan St.,Tom Izzo,sports_reference_2010_coaches,12,8,5,1,12,8,5,1,56,0.9858
Howard,Gil Jackson,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Delaware State,Greg Jackson,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Furman,Jeff Jackson,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Alabama St.,Lewis Jackson,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Northern Iowa,Ben Jacobson,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
UT-Martin,Jason James,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Illinois State,Tim Jankovich,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Florida Atlantic,Mike Jarvis,sports_reference_2010_coaches,9,2,0,0,0,0,0,0,13,0.9245
Milwaukee,Rob Jeter,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Princeton,Sydney Johnson,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
LSU,Trent Johnson,sports_reference_2010_coaches,5,2,0,0,1,0,0,0,9,0.8732
North Dakota,Brian Jones,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Marshall,Donnie Jones,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Yale,James Jones,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
American,Jeff Jones,sports_reference_2010_coaches,7,2,0,0,2,0,0,0,11,0.9003
Columbia,Joe Jones,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
North Texas,Johnny Jones,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Hampton,Edward Joyner Jr,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Oakland,Greg Kampe,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Stephen F. Austin,Danny Kaspar,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Sacramento State,Brian Katz,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Holy Cross,Sean Kearney,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Santa Clara,Kerry Keating,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Massachusetts,Derek Kellogg,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Mississippi,Andy Kennedy,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Murray St.,Billy Kennedy,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Towson,Pat Kennedy,sports_reference_2010_coaches,8,2,0,0,0,0,0,0,12,0.9145
Oregon,Ernie Kent,sports_reference_2010_coaches,6,2,0,0,5,2,0,0,10,0.8889
Texas Tech,Pat Knight,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Green Bay,Tod Kowalczyk,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
UNLV,Lon Kruger,sports_reference_2010_coaches,11,3,1,0,2,1,0,0,21,0.9487
Duke,Mike Krzyzewski,sports_reference_2010_coaches,25,18,10,4,25,18,10,4,133,1.0
Campbell,Robbie Laing,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Navy,Billy Lange,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
George Mason,Jim Larranaga,sports_reference_2010_coaches,4,1,1,0,4,1,1,0,10,0.8889
Liberty,Dale Layer,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Auburn,Jeff Lebo,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
UNC Wilmington,Brooks Lee,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Louisiana,Robert Lee,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Hartford,Dan Leibovitz,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Bradley,Jim Les,sports_reference_2010_coaches,1,1,0,0,1,1,0,0,3,0.7279
Iowa,Todd Lickliter,sports_reference_2010_coaches,2,2,0,0,0,0,0,0,6,0.8319
Vermont,Mike Lonergan,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Austin Peay,Dave Loos,sports_reference_2010_coaches,3,0,0,0,3,0,0,0,3,0.7279
N.C. State,Sidney Lowe,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Southern Illinois,Chris Lowery,sports_reference_2010_coaches,3,1,0,0,3,1,0,0,5,0.8077
Charlotte,Bobby Lutz,sports_reference_2010_coaches,5,0,0,0,5,0,0,0,5,0.8077
Xavier,Chris Mack,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Binghamton,Mark Macon,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Troy,Don Maestri,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Saint Louis,Rick Majerus,sports_reference_2010_coaches,12,4,1,0,0,0,0,0,24,0.9544
Texas-Rio Grande Valley,Ryan Marks,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Sam Houston,Bob Marlin,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Wichita St.,Gregg Marshall,sports_reference_2010_coaches,7,0,0,0,0,0,0,0,7,0.8476
Saint Joseph's,Phil Martelli,sports_reference_2010_coaches,5,2,0,0,5,2,0,0,9,0.8732
Marist,Chuck Martin,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Missouri State,Cuonzo Martin,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Kansas St.,Frank Martin,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Elon,Matt Matheny,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Ohio St.,Thad Matta,sports_reference_2010_coaches,7,2,1,0,3,1,1,0,15,0.9345
Siena,Fran McCaffery,sports_reference_2010_coaches,4,0,0,0,2,0,0,0,4,0.7764
Detroit Mercy,Ray McCallum,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
East Carolina,Mack McCarthy,sports_reference_2010_coaches,5,1,0,0,0,0,0,0,7,0.8476
Northwestern State,Mike McConathy,sports_reference_2010_coaches,2,0,0,0,2,0,0,0,2,0.6553
Iowa St.,Greg McDermott,sports_reference_2010_coaches,3,0,0,0,0,0,0,0,3,0.7279
Western Kentucky,Ken McDonald,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Indiana State,Kevin McKenna,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Davidson,Bob McKillop,sports_reference_2010_coaches,5,1,0,0,5,1,0,0,7,0.8476
New Mexico State,Marvin Menzies,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Niagara,Joe Mihalich,sports_reference_2010_coaches,2,0,0,0,2,0,0,0,2,0.6553
Colorado St.,Tim Miles,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Eastern Illinois,Mike Miller,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Arizona,Sean Miller,sports_reference_2010_coaches,4,2,0,0,0,0,0,0,8,0.8575
Coppin State,Fang Mitchell,sports_reference_2010_coaches,4,0,0,0,4,0,0,0,4,0.7764
Western Illinois,Jim Molinari,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
UMBC,Randy Monroe,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Long Beach State,Dan Monson,sports_reference_2010_coaches,2,1,0,0,0,0,0,0,4,0.7764
California,Mike Montgomery,sports_reference_2010_coaches,13,3,1,0,1,0,0,0,23,0.9516
Richmond,Chris Mooney,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Quinnipiac,Tom Moore,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Utah St.,Stew Morrill,sports_reference_2010_coaches,7,0,0,0,6,0,0,0,7,0.8476
North Carolina Central,LeVelle Moton,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
South Dakota St.,Scott Nagy,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Hawaii,Bobby Nash,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
St. Francis NY,Brian Nash,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
San Jose State,George Nessman,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Eastern Kentucky,Jeff Neubauer,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Presbyterian,Gregg Nibert,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Southeast Missouri State,Dickey Nutt,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Idaho State,Joe O'Brien,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Lafayette,Fran O'Hanlon,sports_reference_2010_coaches,2,0,0,0,2,0,0,0,2,0.6553
USC,Kevin O'Neill,sports_reference_2010_coaches,3,1,0,0,0,0,0,0,5,0.8077
Bryant,Tim O'Shea,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Bowling Green,Louis Orr,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
Purdue,Matt Painter,sports_reference_2010_coaches,4,1,0,0,3,1,0,0,6,0.8319
Canisius,Tom Parrotta,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
New Orleans,Joe Pasternack,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Memphis,Josh Pastner,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Loyola MD,Jimmy Patsos,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Northern Illinois,Ricardo Patton,sports_reference_2010_coaches,2,0,0,0,0,0,0,0,2,0.6553
Bucknell,Dave Paulsen,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
USC Upstate,Eddie Payne,sports_reference_2010_coaches,1,0,0,0,0,0,0,0,1,0.5313
Tennessee,Bruce Pearl,sports_reference_2010_coaches,6,3,0,0,4,2,0,0,12,0.9145
Hofstra,Tom Pecora,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Winthrop,Randy Peele,sports_reference_2010_coaches,2,0,0,0,1,0,0,0,2,0.6553
Arkansas,John Pelphrey,sports_reference_2010_coaches,2,0,0,0,1,0,0,0,2,0.6553
Houston,Tommy Penders,sports_reference_2010_coaches,10,3,0,0,0,0,0,0,16,0.9373
Appalachian St.,Buzz Peterson,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Alabama A&M,Vann Pettaway,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Drake,Mark Phelps,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
North Dakota St.,Saul Phillips,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Stony Brook,Steve Pikiell,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Nicholls State,J.P. Piper,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Louisville,Rick Pitino,sports_reference_2010_coaches,14,9,5,1,6,3,1,0,60,0.9886
Clemson,Oliver Purnell,sports_reference_2010_coaches,5,0,0,0,2,0,0,0,5,0.8077
Charleston Southern,Barclay Radebaugh,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Weber State,Randy Rahe,sports_reference_2010_coaches,1,0,0,0,1,0,0,0,1,0.5313
Eastern Michigan,Charles Ramsey,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Lehigh,Brett Reed,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Bethune-Cookman,Clifford Reed,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Southern Utah,Roger Reid,sports_reference_2010_coaches,5,0,0,0,0,0,0,0,5,0.8077
Portland,Eric Reveno,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
Air Force,Jeff Reynolds,sports_reference_2010_coaches,0,0,0,0,0,0,0,0,0,0.2236
