team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Wright St.,Billy Donlon,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Florida,Billy Donovan,sports_reference_2013_coaches,12,6,3,2,12,6,3,2,52,0.9829
Valparaiso,Bryce Drew,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Baylor,Jerome Tang,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
The Citadel,Chuck Driesell,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
North Florida,Matthew Driscoll,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Saint Peter's,John Dunne,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Temple,Fran Dunphy,sports_reference_2013_coaches,14,0,0,0,5,0,0,0,14,0.9274
Coastal Carolina,Cliff Ellis,sports_reference_2013_coaches,8,3,0,0,0,0,0,0,14,0.9274
Florida Gulf Coast,Andy Enfield,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
NJIT,Jim Engles,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Colorado St.,Larry Eustachy,sports_reference_2013_coaches,4,1,0,0,0,0,0,0,6,0.8191
Norfolk St.,Anthony Evans,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Idaho State,Bill Evans,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Duquesne,Jim Ferry,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Gonzaga,Mark Few,sports_reference_2013_coaches,13,4,0,0,13,4,0,0,21,0.9487
San Diego St.,Steve Fisher,sports_reference_2013_coaches,12,5,3,1,5,1,0,0,42,0.9744
Drexel,Bruiser Flint,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
UTEP,Tim Floyd,sports_reference_2013_coaches,8,2,0,0,0,0,0,0,12,0.906
Bradley,Geno Ford,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Oklahoma St.,Travis Ford,sports_reference_2013_coaches,3,0,0,0,2,0,0,0,3,0.7293
SIU Edwardsville,Lennox Forrester,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Georgia,Mark Fox,sports_reference_2013_coaches,4,0,0,0,1,0,0,0,4,0.7678
Hartford,John Gallagher,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Portland State,Tyler Geving,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
La Salle,John Giannini,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Longwood,Mike Gillian,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Loyola Marymount,Max Good,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
N.C. State,Mark Gottfried,sports_reference_2013_coaches,8,2,0,0,1,1,0,0,12,0.906
Alabama,Anthony Grant,sports_reference_2013_coaches,3,0,0,0,1,0,0,0,3,0.7293
Jacksonville St.,James Green,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Georgia Tech,Brian Gregory,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
San Diego,Bill Grier,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Illinois,John Groce,sports_reference_2013_coaches,2,1,0,0,0,0,0,0,4,0.7678
UAB,Jerod Haase,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Missouri,Frank Haith,sports_reference_2013_coaches,2,0,0,0,1,0,0,0,2,0.6624
Florida St.,Leonard Hamilton,sports_reference_2013_coaches,7,2,0,0,4,1,0,0,11,0.886
Nebraska Omaha,Derrin Hansen,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Western Kentucky,Ray Harper,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Western Michigan,Steve Hawkins,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Alabama A&M,Willie Hayes,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Eastern Washington,Jim Hayford,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
South Florida,Stan Heath,sports_reference_2013_coaches,4,1,0,0,1,0,0,0,6,0.8191
Princeton,Mitch Henderson,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
New Hampshire,Bill Herrion,sports_reference_2013_coaches,3,0,0,0,0,0,0,0,3,0.7293
Marshall,Tom Herrion,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
George Mason,Paul Hewitt,sports_reference_2013_coaches,6,1,1,0,0,0,0,0,12,0.906
Northern Colorado,B.J. Hill,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Southern Illinois,Barry Hinson,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Mercer,Bob Hoffman,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Iowa St.,Fred Hoiberg,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Gardner-Webb,Chris Holtmann,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Sam Houston,Jason Hooten,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
IU Indianapolis,Todd Howard,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
UCLA,Ben Howland,sports_reference_2013_coaches,9,5,3,0,6,3,3,0,31,0.963
West Virginia,Bob Huggins,sports_reference_2013_coaches,20,6,2,0,5,2,1,0,40,0.9715
Utah Valley,Dick Hunsaker,sports_reference_2013_coaches,2,1,0,0,0,0,0,0,4,0.7678
Western Carolina,Larry Hunter,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Georgia State,Ron Hunter,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Rhode Island,Dan Hurley,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Montana St.,Brad Huse,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Arkansas-Pine Bluff,George Ivory,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Michigan St.,Tom Izzo,sports_reference_2013_coaches,15,10,6,1,15,10,6,1,67,0.9886
Delaware State,Greg Jackson,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Furman,Jeff Jackson,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Alabama St.,Lewis Jackson,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Northern Iowa,Ben Jacobson,sports_reference_2013_coaches,2,1,0,0,2,1,0,0,4,0.7678
UT-Martin,Jason James,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Florida Atlantic,Mike Jarvis,sports_reference_2013_coaches,9,2,0,0,0,0,0,0,13,0.9188
Purdue Fort Wayne,Tony Jasick,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Milwaukee,Rob Jeter,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Florida A&M,Clemon Johnson,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Virginia Tech,James Johnson,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Fairfield,Sydney Johnson,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
TCU,Trent Johnson,sports_reference_2013_coaches,5,2,0,0,0,0,0,0,9,0.8675
North Dakota,Brian Jones,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
UCF,Donnie Jones,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Yale,James Jones,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
American,Jeff Jones,sports_reference_2013_coaches,7,2,0,0,2,0,0,0,11,0.886
Boston University,Joe Jones,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
LSU,Johnny Jones,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Radford,Mike Jones,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Hampton,Edward Joyner Jr,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Oakland,Greg Kampe,sports_reference_2013_coaches,3,0,0,0,3,0,0,0,3,0.7293
Stephen F. Austin,Danny Kaspar,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Sacramento State,Brian Katz,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Santa Clara,Kerry Keating,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Massachusetts,Derek Kellogg,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Winthrop,Pat Kelsey,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Mississippi,Andy Kennedy,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Texas A&M,Billy Kennedy,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Lamar,Pat Knight,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Toledo,Tod Kowalczyk,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Saint Francis (PA),Rob Krimmel,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Oklahoma,Lon Kruger,sports_reference_2013_coaches,13,3,1,0,0,0,0,0,23,0.9544
Utah,Larry Krystkowiak,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Duke,Mike Krzyzewski,sports_reference_2013_coaches,28,20,11,4,28,20,11,4,144,1.0
Campbell,Robbie Laing,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Colgate,Matt Langel,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Indiana State,Greg Lansing,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Miami FL,Jim Larranaga,sports_reference_2013_coaches,5,1,1,0,0,0,0,0,11,0.886
St. John's,Steve Lavin,sports_reference_2013_coaches,7,5,0,0,1,0,0,0,17,0.9402
Liberty,Dale Layer,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
East Carolina,Jeff Lebo,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
UC-Davis,Jim Les,sports_reference_2013_coaches,1,1,0,0,0,0,0,0,3,0.7293
George Washington,Mike Lonergan,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Austin Peay,Dave Loos,sports_reference_2013_coaches,3,0,0,0,3,0,0,0,3,0.7293
Missouri State,Paul Lusk,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Xavier,Chris Mack,sports_reference_2013_coaches,3,2,0,0,3,2,0,0,7,0.8362
Troy,Don Maestri,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Charlotte,Alan Major,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Tulsa,Danny Manning,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Texas-Rio Grande Valley,Ryan Marks,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Louisiana,Bob Marlin,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Wichita St.,Gregg Marshall,sports_reference_2013_coaches,8,0,0,0,1,0,0,0,8,0.8519
Saint Joseph's,Phil Martelli,sports_reference_2013_coaches,5,2,0,0,5,2,0,0,9,0.8675
Marist,Chuck Martin,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Tennessee,Cuonzo Martin,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
South Carolina,Frank Martin,sports_reference_2013_coaches,4,1,0,0,0,0,0,0,6,0.8191
Brown,Mike Martin,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Manhattan,Steve Masiello,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Wagner,Bashir Mason,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Elon,Matt Matheny,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Ohio St.,Thad Matta,sports_reference_2013_coaches,10,5,2,0,6,4,2,0,28,0.9601
Iowa,Fran McCaffery,sports_reference_2013_coaches,5,0,0,0,0,0,0,0,5,0.7977
Detroit Mercy,Ray McCallum,sports_reference_2013_coaches,3,0,0,0,1,0,0,0,3,0.7293
Northwestern State,Mike McConathy,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Creighton,Greg McDermott,sports_reference_2013_coaches,4,0,0,0,1,0,0,0,4,0.7678
Davidson,Bob McKillop,sports_reference_2013_coaches,6,1,0,0,6,1,0,0,8,0.8519
New Mexico State,Marvin Menzies,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Niagara,Joe Mihalich,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Nebraska,Tim Miles,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Dayton,Archie Miller,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Arizona,Sean Miller,sports_reference_2013_coaches,5,3,0,0,1,1,0,0,11,0.886
UNC Greensboro,Wes Miller,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Coppin State,Fang Mitchell,sports_reference_2013_coaches,4,0,0,0,4,0,0,0,4,0.7678
Western Illinois,Jim Molinari,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Long Beach State,Dan Monson,sports_reference_2013_coaches,3,1,0,0,1,0,0,0,5,0.7977
Northern Illinois,Mark Montgomery,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
California,Mike Montgomery,sports_reference_2013_coaches,15,3,1,0,3,0,0,0,25,0.9573
Richmond,Chris Mooney,sports_reference_2013_coaches,2,1,0,0,2,1,0,0,4,0.7678
Illinois Chicago,Howard Moore,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Quinnipiac,Tom Moore,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Utah St.,Stew Morrill,sports_reference_2013_coaches,9,0,0,0,8,0,0,0,9,0.8675
Loyola Chicago,Porter Moser,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
North Carolina Central,LeVelle Moton,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Illinois State,Dan Muller,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Northern Arizona,Jack Murphy,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Eastern Michigan,Rob Murphy,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
South Dakota St.,Scott Nagy,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
San Jose State,George Nessman,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Eastern Kentucky,Jeff Neubauer,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Cal St. Fullerton,Andy Newman,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Presbyterian,Gregg Nibert,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Howard,Kevin Nickelberry,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Southeast Missouri State,Dickey Nutt,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Lafayette,Fran O'Hanlon,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Bryant,Tim O'Shea,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Connecticut,Kevin Ollie,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Bowling Green,Louis Orr,sports_reference_2013_coaches,2,0,0,0,0,0,0,0,2,0.6624
Purdue,Matt Painter,sports_reference_2013_coaches,7,2,0,0,6,2,0,0,11,0.886
Memphis,Josh Pastner,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Loyola MD,Jimmy Patsos,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Bucknell,Dave Paulsen,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
USC Upstate,Eddie Payne,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Tennessee Tech,Steve Payne,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Fordham,Tom Pecora,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
LIU,Jack Perri,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
UNC Wilmington,Buzz Peterson,sports_reference_2013_coaches,1,0,0,0,0,0,0,0,1,0.5399
Drake,Mark Phelps,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
North Dakota St.,Saul Phillips,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Stony Brook,Steve Pikiell,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Air Force,Dave Pilipovich,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Nicholls State,J.P. Piper,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Florida International,Richard Pitino,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Louisville,Rick Pitino,sports_reference_2013_coaches,17,10,6,2,9,4,2,1,77,0.9915
Mississippi Valley State,Chico Potts,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Kennesaw St.,Lewis Preston,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Grambling,Joseph Price,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Murray St.,Steve Prohm,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
DePaul,Oliver Purnell,sports_reference_2013_coaches,6,0,0,0,0,0,0,0,6,0.8191
Charleston Southern,Barclay Radebaugh,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Weber State,Randy Rahe,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
Mississippi St.,Rick Ray,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
Lehigh,Brett Reed,sports_reference_2013_coaches,2,0,0,0,2,0,0,0,2,0.6624
Portland,Eric Reveno,sports_reference_2013_coaches,0,0,0,0,0,0,0,0,0,0.2322
UNLV,Dave Rice,sports_reference_2013_coaches,1,0,0,0,1,0,0,0,1,0.5399
