team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Creighton,Greg McDermott,sports_reference_2016_coaches,6,0,0,0,3,0,0,0,6,0.8179
UNC Asheville,Nick McDevitt,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Campbell,Kevin McGeehan,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Eastern Kentucky,Dan McHale,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Liberty,Ritchie McKay,sports_reference_2016_coaches,1,0,0,0,0,0,0,0,1,0.5406
Davidson,Bob McKillop,sports_reference_2016_coaches,8,1,0,0,8,1,0,0,10,0.8585
Murray St.,Matt McMahon,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Furman,Niko Medved,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
New Mexico State,Marvin Menzies,sports_reference_2016_coaches,5,0,0,0,5,0,0,0,5,0.7983
Hofstra,Joe Mihalich,sports_reference_2016_coaches,2,0,0,0,0,0,0,0,2,0.6583
Nebraska,Tim Miles,sports_reference_2016_coaches,2,0,0,0,1,0,0,0,2,0.6583
Dayton,Archie Miller,sports_reference_2016_coaches,2,1,0,0,2,1,0,0,4,0.7773
Arizona,Sean Miller,sports_reference_2016_coaches,8,6,0,0,4,4,0,0,20,0.9426
UNC Greensboro,Wes Miller,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Long Beach State,Dan Monson,sports_reference_2016_coaches,3,1,0,0,1,0,0,0,5,0.7983
Northern Illinois,Mark Montgomery,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Richmond,Chris Mooney,sports_reference_2016_coaches,2,1,0,0,2,1,0,0,4,0.7773
Quinnipiac,Tom Moore,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Loyola Chicago,Porter Moser,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
North Carolina Central,LeVelle Moton,sports_reference_2016_coaches,1,0,0,0,1,0,0,0,1,0.5406
Illinois State,Dan Muller,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
St. John's,Chris Mullin,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Northern Arizona,Jack Murphy,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Eastern Michigan,Rob Murphy,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Nevada,Eric Musselman,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
South Dakota St.,Scott Nagy,sports_reference_2016_coaches,2,0,0,0,2,0,0,0,2,0.6583
New Mexico,Craig Neal,sports_reference_2016_coaches,1,0,0,0,1,0,0,0,1,0.5406
Fordham,Jeff Neubauer,sports_reference_2016_coaches,2,0,0,0,0,0,0,0,2,0.6583
Presbyterian,Gregg Nibert,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Howard,Kevin Nickelberry,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Lafayette,Fran O'Hanlon,sports_reference_2016_coaches,3,0,0,0,3,0,0,0,3,0.7367
Bryant,Tim O'Shea,sports_reference_2016_coaches,1,0,0,0,0,0,0,0,1,0.5406
Buffalo,Nate Oats,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Connecticut,Kevin Ollie,sports_reference_2016_coaches,1,1,1,1,1,1,1,1,15,0.9132
Samford,Scott Padgett,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Purdue,Matt Painter,sports_reference_2016_coaches,8,2,0,0,7,2,0,0,12,0.8922
Memphis,Josh Pastner,sports_reference_2016_coaches,4,0,0,0,4,0,0,0,4,0.7773
Siena,Jimmy Patsos,sports_reference_2016_coaches,1,0,0,0,0,0,0,0,1,0.5406
George Mason,Dave Paulsen,sports_reference_2016_coaches,2,0,0,0,0,0,0,0,2,0.6583
Mississippi Valley State,Andre Payne,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
USC Upstate,Eddie Payne,sports_reference_2016_coaches,1,0,0,0,0,0,0,0,1,0.5406
Tennessee Tech,Steve Payne,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Auburn,Bruce Pearl,sports_reference_2016_coaches,8,4,0,0,0,0,0,0,16,0.923
Central Arkansas,Russ Pennell,sports_reference_2016_coaches,1,1,0,0,0,0,0,0,3,0.7367
LIU,Jack Perri,sports_reference_2016_coaches,1,0,0,0,1,0,0,0,1,0.5406
Ohio,Saul Phillips,sports_reference_2016_coaches,2,0,0,0,0,0,0,0,2,0.6583
Stony Brook,Steve Pikiell,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Air Force,Dave Pilipovich,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Nicholls State,J.P. Piper,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Minnesota,Richard Pitino,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Louisville,Rick Pitino,sports_reference_2016_coaches,20,13,7,2,12,7,3,1,90,0.9944
Utah Valley,Mark Pope,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Charlotte,Mark Price,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Lamar,Tic Price,sports_reference_2016_coaches,2,0,0,0,0,0,0,0,2,0.6583
Iowa St.,Steve Prohm,sports_reference_2016_coaches,1,0,0,0,0,0,0,0,1,0.5406
Charleston Southern,Barclay Radebaugh,sports_reference_2016_coaches,0,0,0,0,0,0,0,0,0,0.2339
Weber State,Randy Rahe,sports_reference_2016_coaches,2,0,0,0,2,0,0,0,2,0.6583
