team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Boston College,Jim Christian,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Iona,Tim Cluess,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Northeastern,Bill Coen,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Purdue Fort Wayne,Jon Coffman,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Maryland-Eastern Shore,Bobby Collins,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Northwestern,Chris Collins,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Tulane,Ed Conroy,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Providence,Ed Cooley,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Miami OH,John Cooper,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Dartmouth,Paul Cormier,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Houston Christian,Ron Cottrell,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Cornell,Bill Courtney,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Gardner-Webb,Tim Craft,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Bethune-Cookman,Gravelle Craig,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Indiana,Tom Crean,sports_reference_2015_coaches,7,3,1,0,2,2,0,0,17,0.9361
Saint Louis,Jim Crews,sports_reference_2015_coaches,6,0,0,0,2,0,0,0,6,0.8111
Cincinnati,Mick Cronin,sports_reference_2015_coaches,6,1,0,0,4,1,0,0,8,0.8381
UT Arlington,Scott Cross,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Troy,Phil Cunningham,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Florida Atlantic,Michael Curry,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
UC-Riverside,Dennis Cutts,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Marshall,Dan D'Antoni II,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Akron,Keith Dambrot,sports_reference_2015_coaches,3,0,0,0,3,0,0,0,3,0.723
Central Michigan,Keno Davis,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Middle Tennessee,Kermit Davis Jr,sports_reference_2015_coaches,3,0,0,0,1,0,0,0,3,0.723
Texas Southern,Mike Davis,sports_reference_2015_coaches,6,1,1,0,1,0,0,0,12,0.892
Stanford,Johnny Dawkins Jr,sports_reference_2015_coaches,1,1,0,0,1,1,0,0,3,0.723
Navy,Ed DeChellis,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Montana,Travis DeCuire,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Binghamton,Tommy Dempsey,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Central Connecticut,Howie Dickenman,sports_reference_2015_coaches,3,0,0,0,3,0,0,0,3,0.723
Chicago State,Tracy Dildy,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Pittsburgh,Jamie Dixon,sports_reference_2015_coaches,10,3,0,0,10,3,0,0,16,0.9261
Seattle,Cameron Dollar,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Wright St.,Billy Donlon,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Florida,Billy Donovan,sports_reference_2015_coaches,14,8,4,2,14,8,4,2,62,0.983
Florida Gulf Coast,Joe Dooley,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Valparaiso,Bryce Drew,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Baylor,Scott Drew,sports_reference_2015_coaches,4,3,0,0,4,3,0,0,10,0.8622
The Citadel,Chuck Driesell,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
North Florida,Matthew Driscoll,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Loyola Marymount,Mike Dunlap,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Saint Peter's,John Dunne,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Temple,Fran Dunphy,sports_reference_2015_coaches,15,0,0,0,6,0,0,0,15,0.9176
UMass-Lowell,Pat Duquette,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Coastal Carolina,Cliff Ellis,sports_reference_2015_coaches,9,3,0,0,1,0,0,0,15,0.9176
USC,Andy Enfield,sports_reference_2015_coaches,1,1,0,0,0,0,0,0,3,0.723
NJIT,Jim Engles,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Colorado St.,Larry Eustachy,sports_reference_2015_coaches,5,1,0,0,1,0,0,0,7,0.8281
Florida International,Anthony Evans,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Idaho State,Bill Evans,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Duquesne,Jim Ferry,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Gonzaga,Mark Few,sports_reference_2015_coaches,15,4,0,0,15,4,0,0,23,0.9503
Montana St.,Brian Fish,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
San Diego St.,Steve Fisher,sports_reference_2015_coaches,14,6,3,1,7,2,0,0,46,0.9744
Drexel,Bruiser Flint,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
UTEP,Tim Floyd,sports_reference_2015_coaches,8,2,0,0,0,0,0,0,12,0.892
Tennessee State,Dana Ford,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Bradley,Geno Ford,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Oklahoma St.,Travis Ford,sports_reference_2015_coaches,5,0,0,0,4,0,0,0,5,0.7926
SIU Edwardsville,Lennox Forrester,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Appalachian St.,Jim Fox,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Georgia,Mark Fox,sports_reference_2015_coaches,4,0,0,0,1,0,0,0,4,0.7713
Hartford,John Gallagher,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
IU Indianapolis,Jason Gardner,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
South Carolina State,Murray Garvin,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Longwood,Jayson Gee,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Portland State,Tyler Geving,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Drake,Ray Giacoletti,sports_reference_2015_coaches,2,1,0,0,0,0,0,0,4,0.7713
La Salle,John Giannini,sports_reference_2015_coaches,1,1,0,0,1,1,0,0,3,0.723
Abilene Christian,Joe Golding,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
N.C. State,Mark Gottfried,sports_reference_2015_coaches,10,2,0,0,3,1,0,0,14,0.9105
Charleston,Earl Grant,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Coppin State,Michael Grant,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
South Alabama,Matthew Graves,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Jacksonville St.,James Green,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Georgia Tech,Brian Gregory,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
San Diego,Bill Grier,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Illinois,John Groce,sports_reference_2015_coaches,3,1,0,0,1,0,0,0,5,0.7926
UAB,Jerod Haase,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Tulsa,Frank Haith,sports_reference_2015_coaches,3,0,0,0,0,0,0,0,3,0.723
Florida St.,Leonard Hamilton,sports_reference_2015_coaches,7,2,0,0,4,1,0,0,11,0.8764
Nebraska Omaha,Derrin Hansen,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Western Kentucky,Ray Harper,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Western Michigan,Steve Hawkins,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Alabama A&M,Willie Hayes,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Eastern Washington,Jim Hayford,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Princeton,Mitch Henderson,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Fairleigh Dickinson,Greg Herenda,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
New Hampshire,Bill Herrion,sports_reference_2015_coaches,3,0,0,0,0,0,0,0,3,0.723
George Mason,Paul Hewitt,sports_reference_2015_coaches,6,1,1,0,0,0,0,0,12,0.892
Northern Colorado,B.J. Hill,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Southern Illinois,Barry Hinson,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Texas-Rio Grande Valley,Dan Hipsher,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Mercer,Bob Hoffman,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Iowa St.,Fred Hoiberg,sports_reference_2015_coaches,3,1,0,0,3,1,0,0,5,0.7926
Butler,Chris Holtmann,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Sam Houston,Jason Hooten,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
West Virginia,Bob Huggins,sports_reference_2015_coaches,20,6,2,0,5,2,1,0,40,0.9716
Utah Valley,Dick Hunsaker,sports_reference_2015_coaches,2,1,0,0,0,0,0,0,4,0.7713
Western Carolina,Larry Hunter,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Georgia State,Ron Hunter,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Buffalo,Bobby Hurley,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Rhode Island,Dan Hurley,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Arkansas-Pine Bluff,George Ivory,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Michigan St.,Tom Izzo,sports_reference_2015_coaches,17,12,6,1,17,12,6,1,73,0.9886
Alabama St.,Lewis Jackson,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Northern Iowa,Ben Jacobson,sports_reference_2015_coaches,2,1,0,0,2,1,0,0,4,0.7713
Bowling Green,Chris Jans,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Jacksonville,Tony Jasick,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Milwaukee,Rob Jeter,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Fairfield,Sydney Johnson,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
TCU,Trent Johnson,sports_reference_2015_coaches,5,2,0,0,0,0,0,0,9,0.848
North Dakota,Brian Jones,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
UCF,Donnie Jones,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Yale,James Jones,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Old Dominion,Jeff Jones,sports_reference_2015_coaches,7,2,0,0,0,0,0,0,11,0.8764
Boston University,Joe Jones,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
LSU,Johnny Jones,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Radford,Mike Jones,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Norfolk St.,Robert Jones,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Rutgers,Eddie Jordan,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Hampton,Edward Joyner Jr,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Oakland,Greg Kampe,sports_reference_2015_coaches,3,0,0,0,3,0,0,0,3,0.723
Texas State,Danny Kaspar,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Sacramento State,Brian Katz,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Santa Clara,Kerry Keating,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
UNC Wilmington,Kevin Keatts,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Massachusetts,Derek Kellogg,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Winthrop,Pat Kelsey,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Mississippi,Andy Kennedy,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Texas A&M,Billy Kennedy,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Washington St.,Ernie Kent,sports_reference_2015_coaches,6,2,0,0,0,0,0,0,10,0.8622
Toledo,Tod Kowalczyk,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Saint Francis (PA),Rob Krimmel,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Oklahoma,Lon Kruger,sports_reference_2015_coaches,15,3,1,0,2,0,0,0,25,0.9574
Utah,Larry Krystkowiak,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Duke,Mike Krzyzewski,sports_reference_2015_coaches,30,21,11,5,30,21,11,5,156,1.0
Southeastern Louisiana,Jay Ladner,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Kennesaw St.,Jimmy Lallathin,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Colgate,Matt Langel,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Indiana State,Greg Lansing,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Miami FL,Jim Larranaga,sports_reference_2015_coaches,6,2,1,0,1,1,0,0,14,0.9105
Sacred Heart,Anthony Latina,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
St. John's,Steve Lavin,sports_reference_2015_coaches,7,5,0,0,1,0,0,0,17,0.9361
Liberty,Dale Layer,sports_reference_2015_coaches,2,0,0,0,1,0,0,0,2,0.6491
East Carolina,Jeff Lebo,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
UC-Davis,Jim Les,sports_reference_2015_coaches,1,1,0,0,0,0,0,0,3,0.723
George Washington,Mike Lonergan,sports_reference_2015_coaches,2,0,0,0,1,0,0,0,2,0.6491
Austin Peay,Dave Loos,sports_reference_2015_coaches,3,0,0,0,3,0,0,0,3,0.723
Missouri State,Paul Lusk,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Xavier,Chris Mack,sports_reference_2015_coaches,4,2,0,0,4,2,0,0,8,0.8381
Grand Canyon,Dan Majerle,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Charlotte,Ryan Odom,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Marist,Mike Maker,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Wake Forest,Danny Manning,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Louisiana,Bob Marlin,sports_reference_2015_coaches,3,0,0,0,1,0,0,0,3,0.723
Wichita St.,Gregg Marshall,sports_reference_2015_coaches,10,1,1,0,3,1,1,0,16,0.9261
Saint Joseph's,Phil Martelli,sports_reference_2015_coaches,6,2,0,0,6,2,0,0,10,0.8622
California,Cuonzo Martin,sports_reference_2015_coaches,1,1,0,0,0,0,0,0,3,0.723
South Carolina,Frank Martin,sports_reference_2015_coaches,4,1,0,0,0,0,0,0,6,0.8111
Brown,Mike Martin,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Manhattan,Steve Masiello,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Wagner,Bashir Mason,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Elon,Matt Matheny,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Ohio St.,Thad Matta,sports_reference_2015_coaches,12,6,2,0,8,5,2,0,32,0.9631
Iowa,Fran McCaffery,sports_reference_2015_coaches,6,0,0,0,1,0,0,0,6,0.8111
Detroit Mercy,Ray McCallum,sports_reference_2015_coaches,3,0,0,0,1,0,0,0,3,0.723
Northwestern State,Mike McConathy,sports_reference_2015_coaches,3,0,0,0,3,0,0,0,3,0.723
Creighton,Greg McDermott,sports_reference_2015_coaches,6,0,0,0,3,0,0,0,6,0.8111
UNC Asheville,Nick McDevitt,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Campbell,Kevin McGeehan,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Davidson,Bob McKillop,sports_reference_2015_coaches,7,1,0,0,7,1,0,0,9,0.848
Furman,Niko Medved,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
New Mexico State,Marvin Menzies,sports_reference_2015_coaches,4,0,0,0,4,0,0,0,4,0.7713
Hofstra,Joe Mihalich,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Nebraska,Tim Miles,sports_reference_2015_coaches,2,0,0,0,1,0,0,0,2,0.6491
Dayton,Archie Miller,sports_reference_2015_coaches,1,1,0,0,1,1,0,0,3,0.723
Arizona,Sean Miller,sports_reference_2015_coaches,7,5,0,0,3,3,0,0,17,0.9361
UNC Greensboro,Wes Miller,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Long Beach State,Dan Monson,sports_reference_2015_coaches,3,1,0,0,1,0,0,0,5,0.7926
Northern Illinois,Mark Montgomery,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Richmond,Chris Mooney,sports_reference_2015_coaches,2,1,0,0,2,1,0,0,4,0.7713
Illinois Chicago,Howard Moore,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Quinnipiac,Tom Moore,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Utah St.,Stew Morrill,sports_reference_2015_coaches,9,0,0,0,8,0,0,0,9,0.848
Loyola Chicago,Porter Moser,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
North Carolina Central,LeVelle Moton,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Illinois State,Dan Muller,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Northern Arizona,Jack Murphy,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Eastern Michigan,Rob Murphy,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
South Dakota St.,Scott Nagy,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
New Mexico,Craig Neal,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Eastern Kentucky,Jeff Neubauer,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Presbyterian,Gregg Nibert,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Howard,Kevin Nickelberry,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Southeast Missouri State,Dickey Nutt,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Lafayette,Fran O'Hanlon,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Bryant,Tim O'Shea,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Connecticut,Kevin Ollie,sports_reference_2015_coaches,1,1,1,1,1,1,1,1,15,0.9176
Samford,Scott Padgett,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Purdue,Matt Painter,sports_reference_2015_coaches,7,2,0,0,6,2,0,0,11,0.8764
Memphis,Josh Pastner,sports_reference_2015_coaches,4,0,0,0,4,0,0,0,4,0.7713
Siena,Jimmy Patsos,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Bucknell,Dave Paulsen,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Mississippi Valley State,Andre Payne,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
USC Upstate,Eddie Payne,sports_reference_2015_coaches,1,0,0,0,0,0,0,0,1,0.5369
Tennessee Tech,Steve Payne,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Auburn,Bruce Pearl,sports_reference_2015_coaches,8,4,0,0,0,0,0,0,16,0.9261
Fordham,Tom Pecora,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Central Arkansas,Russ Pennell,sports_reference_2015_coaches,1,1,0,0,0,0,0,0,3,0.723
LIU,Jack Perri,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
Ohio,Saul Phillips,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Stony Brook,Steve Pikiell,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Air Force,Dave Pilipovich,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Nicholls State,J.P. Piper,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Minnesota,Richard Pitino,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Louisville,Rick Pitino,sports_reference_2015_coaches,19,12,7,2,11,6,3,1,87,0.9915
Lamar,Tic Price,sports_reference_2015_coaches,2,0,0,0,0,0,0,0,2,0.6491
Murray St.,Steve Prohm,sports_reference_2015_coaches,1,0,0,0,1,0,0,0,1,0.5369
DePaul,Oliver Purnell,sports_reference_2015_coaches,6,0,0,0,0,0,0,0,6,0.8111
Charleston Southern,Barclay Radebaugh,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Weber State,Randy Rahe,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Mississippi St.,Rick Ray,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Lehigh,Brett Reed,sports_reference_2015_coaches,2,0,0,0,2,0,0,0,2,0.6491
Portland,Eric Reveno,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
Rice,Mike Rhoades,sports_reference_2015_coaches,0,0,0,0,0,0,0,0,0,0.2315
