team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Wright St.,Brad Brownell,sports_reference_2009_coaches,3,0,0,0,1,0,0,0,3,0.7147
Cal St. Fullerton,Bob Burton,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Belmont,Rick Byrd,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
Colorado,Jeff Bzdelik,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Connecticut,Jim Calhoun,sports_reference_2009_coaches,20,11,2,2,15,11,2,2,66,0.9914
Memphis,John Calipari,sports_reference_2009_coaches,10,6,2,0,5,3,1,0,30,0.964
Monmouth,Dave Calloway,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
UT-Martin,Bret Campbell,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Oklahoma,Jeff Capel III,sports_reference_2009_coaches,2,0,0,0,1,0,0,0,2,0.6441
Northwestern,Bill Carmody,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
South Carolina State,Tim Carter,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
Central Arkansas,Rand Chappell,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
TCU,Jim Christian,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
Texas A&M-Corpus Christi,Perry Clark,sports_reference_2009_coaches,4,0,0,0,0,0,0,0,4,0.768
Fresno St.,Steve Cleveland,sports_reference_2009_coaches,3,0,0,0,0,0,0,0,3,0.7147
Northeastern,Bill Coen,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Miami OH,Charlie Coles,sports_reference_2009_coaches,4,1,0,0,3,1,0,0,6,0.8329
Winston-Salem,Bobby Collins,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Illinois Chicago,Jimmy Collins,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
The Citadel,Ed Conroy,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Fairfield,Ed Cooley,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Houston Christian,Ron Cottrell,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Indiana,Tom Crean,sports_reference_2009_coaches,5,1,1,0,0,0,0,0,11,0.9063
Charleston,Bobby Cremins,sports_reference_2009_coaches,11,5,1,0,0,0,0,0,25,0.9568
Army,Jim Crews,sports_reference_2009_coaches,4,0,0,0,0,0,0,0,4,0.768
Cincinnati,Mick Cronin,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
Toledo,Gene Cross,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
UT Arlington,Scott Cross,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Akron,Keith Dambrot,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Texas State,Doug Davalos,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Colgate,Emmett Davis,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Providence,Keno Davis,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Middle Tennessee,Kermit Davis Jr,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
UAB,Mike Davis,sports_reference_2009_coaches,4,1,1,0,0,0,0,0,10,0.8919
Stanford,Johnny Dawkins Jr,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Penn St.,Ed DeChellis,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Wagner,Mike Deane,sports_reference_2009_coaches,4,0,0,0,0,0,0,0,4,0.768
UNC Greensboro,Mike Dement,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Rider,Tommy Dempsey,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Central Connecticut,Howie Dickenman,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
Tulane,Dave Dickerson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
North Carolina Central,Henry Dickerson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Pittsburgh,Jamie Dixon,sports_reference_2009_coaches,5,2,0,0,5,2,0,0,9,0.8746
SMU,Matt Doherty,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Cornell,Steve Donahue,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Florida,Billy Donovan,sports_reference_2009_coaches,9,4,3,2,9,4,3,2,45,0.9798
UC-Irvine,Pat Douglass,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Valparaiso,Homer Drew,sports_reference_2009_coaches,7,1,0,0,7,1,0,0,9,0.8746
Baylor,Scott Drew,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Grambling,Ricky Duckett,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Dartmouth,Terry Dunn,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Saint Peter's,John Dunne,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Temple,Fran Dunphy,sports_reference_2009_coaches,10,0,0,0,1,0,0,0,10,0.8919
Louisiana-Monroe,Orlando Early,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Eastern Washington,Kirk Earlywine,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
North Carolina A&T,Jerry Eaves,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Coastal Carolina,Cliff Ellis,sports_reference_2009_coaches,8,3,0,0,0,0,0,0,14,0.9352
NJIT,Jim Engles,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Southern Miss,Larry Eustachy,sports_reference_2009_coaches,3,1,0,0,0,0,0,0,5,0.8084
Norfolk St.,Anthony Evans,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Duquesne,Ron Everhart,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Appalachian St.,Houston Fancher,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Georgia,Pete Herrmann,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
LIU,Jim Ferry,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Gonzaga,Mark Few,sports_reference_2009_coaches,9,3,0,0,9,3,0,0,15,0.9395
Purdue Fort Wayne,Dane Fife,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
San Diego St.,Steve Fisher,sports_reference_2009_coaches,9,4,3,1,2,0,0,0,37,0.9741
Drexel,Bruiser Flint,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
USC,Tim Floyd,sports_reference_2009_coaches,7,2,0,0,2,1,0,0,11,0.9063
Kent St.,Geno Ford,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Oklahoma St.,Travis Ford,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
SIU Edwardsville,Lennox Forrester,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Nevada,Mark Fox,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
Saint Francis (PA),Don Friday,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Centenary (LA),Greg Gary,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Wake Forest,Dino Gaudio,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
La Salle,John Giannini,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Longwood,Mike Gillian,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Kentucky,Billy Gillispie,sports_reference_2009_coaches,4,1,0,0,1,0,0,0,6,0.8329
Seton Hall,Bobby Gonzalez,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
Alabama,Philip Pearson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Boise St.,Greg Graham,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
VCU,Anthony Grant,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Jacksonville St.,James Green,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Fairleigh Dickinson,Tom Green,sports_reference_2009_coaches,4,0,0,0,4,0,0,0,4,0.768
Radford,Brad Greenberg,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Virginia Tech,Seth Greenberg,sports_reference_2009_coaches,3,0,0,0,1,0,0,0,3,0.7147
Dayton,Brian Gregory,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
San Diego,Bill Grier,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Ohio,John Groce,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Miami FL,Frank Haith,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Florida St.,Leonard Hamilton,sports_reference_2009_coaches,3,1,0,0,0,0,0,0,5,0.8084
Florida A&M,Eugene Harris,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Texas Southern,Tony Harvey,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Western Michigan,Steve Hawkins,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
South Florida,Stan Heath,sports_reference_2009_coaches,3,1,0,0,0,0,0,0,5,0.8084
New Hampshire,Bill Herrion,sports_reference_2009_coaches,3,0,0,0,0,0,0,0,3,0.7147
Georgia Tech,Paul Hewitt,sports_reference_2009_coaches,5,1,1,0,4,1,1,0,11,0.9063
Rutgers,Fred Hill Jr,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
George Washington,Karl Hobbs,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
Mercer,Bob Hoffman,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
South Carolina,Darrin Horn,sports_reference_2009_coaches,1,1,0,0,0,0,0,0,3,0.7147
UCLA,Ben Howland,sports_reference_2009_coaches,7,5,3,0,4,3,3,0,29,0.9597
West Virginia,Bob Huggins,sports_reference_2009_coaches,16,5,1,0,1,1,0,0,30,0.964
Utah Valley,Dick Hunsaker,sports_reference_2009_coaches,2,1,0,0,0,0,0,0,4,0.768
Western Carolina,Larry Hunter,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
IU Indianapolis,Ron Hunter,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Montana St.,Brad Huse,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Kennesaw St.,Tony Ingle,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Arkansas-Pine Bluff,George Ivory,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Michigan St.,Tom Izzo,sports_reference_2009_coaches,11,7,4,1,11,7,4,1,49,0.9841
Howard,Gil Jackson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Delaware State,Greg Jackson,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Furman,Jeff Jackson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Alabama St.,Lewis Jackson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Northern Iowa,Ben Jacobson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Illinois State,Tim Jankovich,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Florida Atlantic,Mike Jarvis,sports_reference_2009_coaches,9,2,0,0,0,0,0,0,13,0.928
Milwaukee,Rob Jeter,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Princeton,Sydney Johnson,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
LSU,Trent Johnson,sports_reference_2009_coaches,4,2,0,0,0,0,0,0,8,0.8573
Marshall,Donnie Jones,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Yale,James Jones,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
American,Jeff Jones,sports_reference_2009_coaches,6,2,0,0,1,0,0,0,10,0.8919
Columbia,Joe Jones,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
North Texas,Johnny Jones,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Oakland,Greg Kampe,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Stephen F. Austin,Danny Kaspar,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Sacramento State,Brian Katz,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Santa Clara,Kerry Keating,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Massachusetts,Derek Kellogg,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Mississippi,Andy Kennedy,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Murray St.,Billy Kennedy,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Towson,Pat Kennedy,sports_reference_2009_coaches,8,2,0,0,0,0,0,0,12,0.9179
Oregon,Ernie Kent,sports_reference_2009_coaches,6,2,0,0,5,2,0,0,10,0.8919
North Florida,Matt Kilcullen,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Texas Tech,Pat Knight,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Green Bay,Tod Kowalczyk,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
UNLV,Lon Kruger,sports_reference_2009_coaches,11,3,1,0,2,1,0,0,21,0.9481
Duke,Mike Krzyzewski,sports_reference_2009_coaches,24,17,10,3,24,17,10,3,122,1.0
Campbell,Robbie Laing,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Navy,Billy Lange,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
George Mason,Jim Larranaga,sports_reference_2009_coaches,4,1,1,0,4,1,1,0,10,0.8919
Auburn,Jeff Lebo,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Louisiana,Robert Lee,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Hartford,Dan Leibovitz,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Virginia,Dave Leitao,sports_reference_2009_coaches,2,0,0,0,1,0,0,0,2,0.6441
Bradley,Jim Les,sports_reference_2009_coaches,1,1,0,0,1,1,0,0,3,0.7147
Iowa,Todd Lickliter,sports_reference_2009_coaches,2,2,0,0,0,0,0,0,6,0.8329
Vermont,Mike Lonergan,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Austin Peay,Dave Loos,sports_reference_2009_coaches,3,0,0,0,3,0,0,0,3,0.7147
N.C. State,Sidney Lowe,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Southern Illinois,Chris Lowery,sports_reference_2009_coaches,3,1,0,0,3,1,0,0,5,0.8084
High Point,Bart Lundy,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Charlotte,Bobby Lutz,sports_reference_2009_coaches,5,0,0,0,5,0,0,0,5,0.8084
Troy,Don Maestri,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Saint Louis,Rick Majerus,sports_reference_2009_coaches,12,4,1,0,0,0,0,0,24,0.9539
Sam Houston,Bob Marlin,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Wichita St.,Gregg Marshall,sports_reference_2009_coaches,7,0,0,0,0,0,0,0,7,0.8444
Saint Joseph's,Phil Martelli,sports_reference_2009_coaches,5,2,0,0,5,2,0,0,9,0.8746
Marist,Chuck Martin,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Missouri State,Cuonzo Martin,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Kansas St.,Frank Martin,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Ohio St.,Thad Matta,sports_reference_2009_coaches,6,2,1,0,2,1,1,0,14,0.9352
Siena,Fran McCaffery,sports_reference_2009_coaches,3,0,0,0,1,0,0,0,3,0.7147
Detroit Mercy,Ray McCallum,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
East Carolina,Mack McCarthy,sports_reference_2009_coaches,5,1,0,0,0,0,0,0,7,0.8444
Northwestern State,Mike McConathy,sports_reference_2009_coaches,2,0,0,0,2,0,0,0,2,0.6441
Iowa St.,Greg McDermott,sports_reference_2009_coaches,3,0,0,0,0,0,0,0,3,0.7147
Western Kentucky,Ken McDonald,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Liberty,Ritchie McKay,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Indiana State,Kevin McKenna,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Davidson,Bob McKillop,sports_reference_2009_coaches,5,1,0,0,5,1,0,0,7,0.8444
New Mexico State,Marvin Menzies,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Niagara,Joe Mihalich,sports_reference_2009_coaches,2,0,0,0,2,0,0,0,2,0.6441
Colorado St.,Tim Miles,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Penn,Glen Miller,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Eastern Illinois,Mike Miller,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Xavier,Sean Miller,sports_reference_2009_coaches,3,1,0,0,3,1,0,0,5,0.8084
Coppin State,Fang Mitchell,sports_reference_2009_coaches,4,0,0,0,4,0,0,0,4,0.768
Western Illinois,Jim Molinari,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
UMBC,Randy Monroe,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Long Beach State,Dan Monson,sports_reference_2009_coaches,2,1,0,0,0,0,0,0,4,0.768
California,Mike Montgomery,sports_reference_2009_coaches,12,3,1,0,0,0,0,0,22,0.951
Richmond,Chris Mooney,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Quinnipiac,Tom Moore,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Utah St.,Stew Morrill,sports_reference_2009_coaches,6,0,0,0,5,0,0,0,6,0.8329
UNC Wilmington,Benny Moss,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
South Dakota St.,Scott Nagy,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Hawaii,Bobby Nash,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
St. Francis NY,Brian Nash,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
San Jose State,George Nessman,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Elon,Ernie Nestor,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Eastern Kentucky,Jeff Neubauer,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Presbyterian,Gregg Nibert,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Hampton,Kevin Nickelberry,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Idaho State,Joe O'Brien,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Lafayette,Fran O'Hanlon,sports_reference_2009_coaches,2,0,0,0,2,0,0,0,2,0.6441
Bryant,Tim O'Shea,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Bowling Green,Louis Orr,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
Purdue,Matt Painter,sports_reference_2009_coaches,3,0,0,0,2,0,0,0,3,0.7147
Canisius,Tom Parrotta,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
New Orleans,Joe Pasternack,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Loyola MD,Jimmy Patsos,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Northern Illinois,Ricardo Patton,sports_reference_2009_coaches,2,0,0,0,0,0,0,0,2,0.6441
Bucknell,Dave Paulsen,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
USC Upstate,Eddie Payne,sports_reference_2009_coaches,1,0,0,0,0,0,0,0,1,0.5259
Tennessee,Bruce Pearl,sports_reference_2009_coaches,5,3,0,0,3,2,0,0,11,0.9063
Hofstra,Tom Pecora,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Winthrop,Randy Peele,sports_reference_2009_coaches,2,0,0,0,1,0,0,0,2,0.6441
Arkansas,John Pelphrey,sports_reference_2009_coaches,2,0,0,0,1,0,0,0,2,0.6441
Houston,Tommy Penders,sports_reference_2009_coaches,10,3,0,0,0,0,0,0,16,0.9438
Arizona,Russ Pennell,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Alabama A&M,Vann Pettaway,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Drake,Mark Phelps,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
North Dakota St.,Saul Phillips,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Stony Brook,Steve Pikiell,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Nicholls State,J.P. Piper,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Louisville,Rick Pitino,sports_reference_2009_coaches,13,8,5,1,5,2,1,0,57,0.9885
Georgia Southern,Jeff Price,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Clemson,Oliver Purnell,sports_reference_2009_coaches,4,0,0,0,1,0,0,0,4,0.768
Charleston Southern,Barclay Radebaugh,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Weber State,Randy Rahe,sports_reference_2009_coaches,1,0,0,0,1,0,0,0,1,0.5259
Eastern Michigan,Charles Ramsey,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Lehigh,Brett Reed,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Bethune-Cookman,Clifford Reed,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Southern Utah,Roger Reid,sports_reference_2009_coaches,5,0,0,0,0,0,0,0,5,0.8084
Portland,Eric Reveno,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Air Force,Jeff Reynolds,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Robert Morris,Mike Rice Jr,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
Prairie View,Byron Rimm II,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
St. John's,Norm Roberts,sports_reference_2009_coaches,0,0,0,0,0,0,0,0,0,0.2233
