team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Arkansas-Pine Bluff,George Ivory,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Michigan St.,Tom Izzo,sports_reference_2011_coaches,13,9,6,1,13,9,6,1,63,0.9884
Delaware State,Greg Jackson,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Furman,Jeff Jackson,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Alabama St.,Lewis Jackson,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Northern Iowa,Ben Jacobson,sports_reference_2011_coaches,2,1,0,0,2,1,0,0,4,0.7667
UT-Martin,Jason James,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Illinois State,Tim Jankovich,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Florida Atlantic,Mike Jarvis,sports_reference_2011_coaches,9,2,0,0,0,0,0,0,13,0.9174
Milwaukee,Rob Jeter,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Princeton,Sydney Johnson,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
LSU,Trent Johnson,sports_reference_2011_coaches,5,2,0,0,1,0,0,0,9,0.8652
North Dakota,Brian Jones,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
UCF,Donnie Jones,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Yale,James Jones,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
American,Jeff Jones,sports_reference_2011_coaches,7,2,0,0,2,0,0,0,11,0.8913
North Texas,Johnny Jones,sports_reference_2011_coaches,2,0,0,0,2,0,0,0,2,0.6406
Hampton,Edward Joyner Jr,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Oakland,Greg Kampe,sports_reference_2011_coaches,2,0,0,0,2,0,0,0,2,0.6406
Stephen F. Austin,Danny Kaspar,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Sacramento State,Brian Katz,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Santa Clara,Kerry Keating,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Massachusetts,Derek Kellogg,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Mississippi,Andy Kennedy,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Murray St.,Billy Kennedy,sports_reference_2011_coaches,2,0,0,0,1,0,0,0,2,0.6406
Towson,Pat Kennedy,sports_reference_2011_coaches,8,2,0,0,0,0,0,0,12,0.9043
Texas Tech,Pat Knight,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Toledo,Tod Kowalczyk,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
UNLV,Lon Kruger,sports_reference_2011_coaches,12,3,1,0,3,1,0,0,22,0.9478
Duke,Mike Krzyzewski,sports_reference_2011_coaches,26,19,11,4,26,19,11,4,140,1.0
Campbell,Robbie Laing,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Navy,Billy Lange,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Wyoming,Fred Langley,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Indiana State,Greg Lansing,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
George Mason,Jim Larranaga,sports_reference_2011_coaches,4,1,1,0,4,1,1,0,10,0.8826
St. John's,Steve Lavin,sports_reference_2011_coaches,6,5,0,0,0,0,0,0,16,0.9333
Liberty,Dale Layer,sports_reference_2011_coaches,1,0,0,0,0,0,0,0,1,0.5203
East Carolina,Jeff Lebo,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Bradley,Jim Les,sports_reference_2011_coaches,1,1,0,0,1,1,0,0,3,0.7159
Vermont,Mike Lonergan,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Austin Peay,Dave Loos,sports_reference_2011_coaches,3,0,0,0,3,0,0,0,3,0.7159
N.C. State,Sidney Lowe,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Southern Illinois,Chris Lowery,sports_reference_2011_coaches,3,1,0,0,3,1,0,0,5,0.8029
Xavier,Chris Mack,sports_reference_2011_coaches,1,1,0,0,1,1,0,0,3,0.7159
Binghamton,Mark Macon,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Troy,Don Maestri,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Saint Louis,Rick Majerus,sports_reference_2011_coaches,12,4,1,0,0,0,0,0,24,0.9522
Charlotte,Alan Major,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Texas-Rio Grande Valley,Ryan Marks,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Louisiana,Bob Marlin,sports_reference_2011_coaches,2,0,0,0,0,0,0,0,2,0.6406
Wichita St.,Gregg Marshall,sports_reference_2011_coaches,7,0,0,0,0,0,0,0,7,0.8377
Saint Joseph's,Phil Martelli,sports_reference_2011_coaches,5,2,0,0,5,2,0,0,9,0.8652
Marist,Chuck Martin,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Missouri State,Cuonzo Martin,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Kansas St.,Frank Martin,sports_reference_2011_coaches,2,1,0,0,2,1,0,0,4,0.7667
Elon,Matt Matheny,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Ohio St.,Thad Matta,sports_reference_2011_coaches,8,3,1,0,4,2,1,0,18,0.9391
Iowa,Fran McCaffery,sports_reference_2011_coaches,5,0,0,0,0,0,0,0,5,0.8029
Detroit Mercy,Ray McCallum,sports_reference_2011_coaches,2,0,0,0,0,0,0,0,2,0.6406
Northwestern State,Mike McConathy,sports_reference_2011_coaches,2,0,0,0,2,0,0,0,2,0.6406
Creighton,Greg McDermott,sports_reference_2011_coaches,3,0,0,0,0,0,0,0,3,0.7159
Western Kentucky,Ken McDonald,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Davidson,Bob McKillop,sports_reference_2011_coaches,5,1,0,0,5,1,0,0,7,0.8377
New Mexico State,Marvin Menzies,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Niagara,Joe Mihalich,sports_reference_2011_coaches,2,0,0,0,2,0,0,0,2,0.6406
Colorado St.,Tim Miles,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Eastern Illinois,Mike Miller,sports_reference_2011_coaches,1,0,0,0,0,0,0,0,1,0.5203
Arizona,Sean Miller,sports_reference_2011_coaches,4,2,0,0,0,0,0,0,8,0.8493
Coppin State,Fang Mitchell,sports_reference_2011_coaches,4,0,0,0,4,0,0,0,4,0.7667
Western Illinois,Jim Molinari,sports_reference_2011_coaches,2,0,0,0,0,0,0,0,2,0.6406
UMBC,Randy Monroe,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Long Beach State,Dan Monson,sports_reference_2011_coaches,2,1,0,0,0,0,0,0,4,0.7667
California,Mike Montgomery,sports_reference_2011_coaches,14,3,1,0,2,0,0,0,24,0.9522
Richmond,Chris Mooney,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Illinois Chicago,Howard Moore,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Quinnipiac,Tom Moore,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Utah St.,Stew Morrill,sports_reference_2011_coaches,8,0,0,0,7,0,0,0,8,0.8493
North Carolina Central,LeVelle Moton,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
South Dakota St.,Scott Nagy,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
San Jose State,George Nessman,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Eastern Kentucky,Jeff Neubauer,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Presbyterian,Gregg Nibert,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Howard,Kevin Nickelberry,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Southeast Missouri State,Dickey Nutt,sports_reference_2011_coaches,1,0,0,0,0,0,0,0,1,0.5203
Idaho State,Joe O'Brien,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Lafayette,Fran O'Hanlon,sports_reference_2011_coaches,2,0,0,0,2,0,0,0,2,0.6406
USC,Kevin O'Neill,sports_reference_2011_coaches,3,1,0,0,0,0,0,0,5,0.8029
Bryant,Tim O'Shea,sports_reference_2011_coaches,1,0,0,0,0,0,0,0,1,0.5203
Bowling Green,Louis Orr,sports_reference_2011_coaches,2,0,0,0,0,0,0,0,2,0.6406
Purdue,Matt Painter,sports_reference_2011_coaches,5,2,0,0,4,2,0,0,9,0.8652
Canisius,Tom Parrotta,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Memphis,Josh Pastner,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Loyola MD,Jimmy Patsos,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Northern Illinois,Ricardo Patton,sports_reference_2011_coaches,2,0,0,0,0,0,0,0,2,0.6406
Bucknell,Dave Paulsen,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
USC Upstate,Eddie Payne,sports_reference_2011_coaches,1,0,0,0,0,0,0,0,1,0.5203
Tennessee,Bruce Pearl,sports_reference_2011_coaches,7,4,0,0,5,3,0,0,15,0.929
Fordham,Tom Pecora,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Winthrop,Randy Peele,sports_reference_2011_coaches,3,0,0,0,2,0,0,0,3,0.7159
Arkansas,John Pelphrey,sports_reference_2011_coaches,2,0,0,0,1,0,0,0,2,0.6406
UNC Wilmington,Buzz Peterson,sports_reference_2011_coaches,1,0,0,0,0,0,0,0,1,0.5203
Alabama A&M,Vann Pettaway,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Drake,Mark Phelps,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
North Dakota St.,Saul Phillips,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Stony Brook,Steve Pikiell,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Nicholls State,J.P. Piper,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Louisville,Rick Pitino,sports_reference_2011_coaches,15,9,5,1,7,3,1,0,61,0.9855
DePaul,Oliver Purnell,sports_reference_2011_coaches,6,0,0,0,0,0,0,0,6,0.8246
Charleston Southern,Barclay Radebaugh,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Weber State,Randy Rahe,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Eastern Michigan,Charles Ramsey,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Lehigh,Brett Reed,sports_reference_2011_coaches,1,0,0,0,1,0,0,0,1,0.5203
Bethune-Cookman,Clifford Reed,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Southern Utah,Roger Reid,sports_reference_2011_coaches,5,0,0,0,0,0,0,0,5,0.8029
Portland,Eric Reveno,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Air Force,Jeff Reynolds,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Boise St.,Leon Rice,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
Rutgers,Mike Rice Jr,sports_reference_2011_coaches,2,0,0,0,0,0,0,0,2,0.6406
Louisiana-Monroe,Keith Richard,sports_reference_2011_coaches,0,0,0,0,0,0,0,0,0,0.2217
