team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Penn St.,Patrick Chambers,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
High Point,Scott Cherry,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Mount St. Mary's,Jamion Christian,sports_reference_2018_coaches,2,0,0,0,2,0,0,0,2,0.6797
Boston College,Jim Christian,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Iona,Tim Cluess,sports_reference_2018_coaches,4,0,0,0,4,0,0,0,4,0.7799
Northeastern,Bill Coen,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Purdue Fort Wayne,Jon Coffman,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Maryland-Eastern Shore,Bobby Collins,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Northwestern,Chris Collins,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Providence,Ed Cooley,sports_reference_2018_coaches,4,0,0,0,4,0,0,0,4,0.7799
Houston Christian,Ron Cottrell,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Gardner-Webb,Tim Craft,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Cincinnati,Mick Cronin,sports_reference_2018_coaches,9,1,0,0,7,1,0,0,11,0.8844
UT Arlington,Scott Cross,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Troy,Phil Cunningham,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Florida Atlantic,Michael Curry,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Marshall,Dan D'Antoni II,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Duquesne,Keith Dambrot,sports_reference_2018_coaches,3,0,0,0,0,0,0,0,3,0.7382
Green Bay,Linc Darner,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Central Michigan,Keno Davis,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Middle Tennessee,Kermit Davis Jr,sports_reference_2018_coaches,5,0,0,0,3,0,0,0,5,0.8134
Texas Southern,Mike Davis,sports_reference_2018_coaches,8,1,1,0,3,0,0,0,14,0.9164
Bucknell,Nathan Davis,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
UCF,Johnny Dawkins Jr,sports_reference_2018_coaches,1,1,0,0,0,0,0,0,3,0.7382
Navy,Ed DeChellis,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Montana,Travis DeCuire,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Binghamton,Tommy Dempsey,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Chicago State,Tracy Dildy,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
TCU,Jamie Dixon,sports_reference_2018_coaches,11,3,0,0,0,0,0,0,17,0.9387
Coppin State,Juan Dixon,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Penn,Steve Donahue,sports_reference_2018_coaches,3,1,0,0,0,0,0,0,5,0.8134
Florida Gulf Coast,Joe Dooley,sports_reference_2018_coaches,2,0,0,0,2,0,0,0,2,0.6797
Vanderbilt,Bryce Drew,sports_reference_2018_coaches,3,0,0,0,1,0,0,0,3,0.7382
Baylor,Scott Drew,sports_reference_2018_coaches,7,4,0,0,7,4,0,0,15,0.9206
North Florida,Matthew Driscoll,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Loyola Marymount,Mike Dunlap,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Quinnipiac,Baker Dunleavy,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Tulane,Mike Dunleavy Sr,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Saint Peter's,John Dunne,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Temple,Fran Dunphy,sports_reference_2018_coaches,16,0,0,0,7,0,0,0,16,0.9304
UMass-Lowell,Pat Duquette,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Utah St.,Tim Duryea,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
San Diego St.,Brian Dutcher,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Cornell,Brian Earl,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
VMI,Dan Earl,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Wyoming,Allen Edwards,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
UAB,Rob Ehsan,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Coastal Carolina,Cliff Ellis,sports_reference_2018_coaches,10,3,0,0,2,0,0,0,16,0.9304
USC,Andy Enfield,sports_reference_2018_coaches,3,1,0,0,2,0,0,0,5,0.8134
Columbia,Jim Engles,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Florida International,Anthony Evans,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Idaho State,Bill Evans,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Georgetown,Patrick Ewing,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Charlotte,Houston Fancher,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Cleveland St.,Dennis Felton,sports_reference_2018_coaches,4,0,0,0,0,0,0,0,4,0.7799
Gonzaga,Mark Few,sports_reference_2018_coaches,18,7,1,0,18,7,1,0,36,0.9721
Austin Peay,Matt Figger,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Montana St.,Brian Fish,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Little Rock,Wes Flanigan,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
UTEP,Phil Johnson,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
ETSU,Steve Forbes,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Tennessee State,Dana Ford,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Saint Louis,Travis Ford,sports_reference_2018_coaches,6,0,0,0,0,0,0,0,6,0.8384
Appalachian St.,Jim Fox,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Georgia,Mark Fox,sports_reference_2018_coaches,5,0,0,0,2,0,0,0,5,0.8134
Hartford,John Gallagher,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Hawaii,Eran Ganot,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Wisconsin,Greg Gard,sports_reference_2018_coaches,2,2,0,0,2,2,0,0,6,0.8384
IU Indianapolis,Jason Gardner,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
South Carolina State,Murray Garvin,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Longwood,Jayson Gee,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
La Salle,John Giannini,sports_reference_2018_coaches,1,1,0,0,1,1,0,0,3,0.7382
Abilene Christian,Joe Golding,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Dayton,Anthony Grant,sports_reference_2018_coaches,3,0,0,0,0,0,0,0,3,0.7382
Charleston,Earl Grant,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
South Alabama,Matthew Graves,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
South Florida,Brian Gregory,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Akron,John Groce,sports_reference_2018_coaches,3,1,0,0,0,0,0,0,5,0.8134
Stanford,Jerod Haase,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Tulsa,Frank Haith,sports_reference_2018_coaches,4,0,0,0,1,0,0,0,4,0.7799
Florida St.,Leonard Hamilton,sports_reference_2018_coaches,8,2,0,0,5,1,0,0,12,0.8983
Nebraska Omaha,Derrin Hansen,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Jacksonville St.,Ray Harper,sports_reference_2018_coaches,3,0,0,0,1,0,0,0,3,0.7382
SIU Edwardsville,Jon Harris,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Western Michigan,Steve Hawkins,sports_reference_2018_coaches,2,0,0,0,2,0,0,0,2,0.6797
Seattle,Jim Hayford,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Princeton,Mitch Henderson,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
UTSA,Steve Henson,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Fairleigh Dickinson,Greg Herenda,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
New Hampshire,Bill Herrion,sports_reference_2018_coaches,3,0,0,0,0,0,0,0,3,0.7382
Texas-Rio Grande Valley,Lew Hill,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Southern Illinois,Barry Hinson,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Mercer,Bob Hoffman,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Ohio St.,Chris Holtmann,sports_reference_2018_coaches,3,1,0,0,0,0,0,0,5,0.8134
Sam Houston,Jason Hooten,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Washington,Mike Hopkins,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Mississippi St.,Ben Howland,sports_reference_2018_coaches,10,5,3,0,0,0,0,0,32,0.9666
Bowling Green,Michael Huger,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
West Virginia,Bob Huggins,sports_reference_2018_coaches,23,8,2,0,8,4,1,0,47,0.9777
Western Carolina,Larry Hunter,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Georgia State,Ron Hunter,sports_reference_2018_coaches,2,0,0,0,1,0,0,0,2,0.6797
Arizona St.,Bobby Hurley,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Rhode Island,Dan Hurley,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Delaware,Martin Ingelsby,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Arkansas-Pine Bluff,George Ivory,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Michigan St.,Tom Izzo,sports_reference_2018_coaches,20,13,7,1,20,13,7,1,82,0.9916
Grambling,Donte Jackson,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Alabama St.,Lewis Jackson,sports_reference_2018_coaches,2,0,0,0,2,0,0,0,2,0.6797
Northern Iowa,Ben Jacobson,sports_reference_2018_coaches,4,1,0,0,4,1,0,0,6,0.8384
SMU,Tim Jankovich,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
New Mexico State,Chris Jans,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Jacksonville,Tony Jasick,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Alabama,Avery Johnson,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Delaware State,Keith Johnson,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Fairfield,Sydney Johnson,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
North Dakota,Brian Jones,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Yale,James Jones,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Old Dominion,Jeff Jones,sports_reference_2018_coaches,7,2,0,0,0,0,0,0,11,0.8844
Boston University,Joe Jones,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Radford,Mike Jones,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Norfolk St.,Robert Jones,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
California,Wyking Jones,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Butler,LaVall Jordan,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
George Washington,Maurice Joseph,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Hampton,Edward Joyner Jr,sports_reference_2018_coaches,3,0,0,0,3,0,0,0,3,0.7382
North Carolina A&T,Jay Joyner,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Oakland,Greg Kampe,sports_reference_2018_coaches,3,0,0,0,3,0,0,0,3,0.7382
Texas State,Danny Kaspar,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Sacramento State,Brian Katz,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
N.C. State,Kevin Keatts,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Stephen F. Austin,Kyle Keller,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
LIU,Derek Kellogg,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Winthrop,Pat Kelsey,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Mississippi,Tony Madlock,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Texas A&M,Billy Kennedy,sports_reference_2018_coaches,3,1,0,0,1,1,0,0,5,0.8134
NJIT,Brian Kennedy,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Washington St.,Ernie Kent,sports_reference_2018_coaches,6,2,0,0,0,0,0,0,10,0.8733
Presbyterian,Dustin Kerns,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Louisiana Tech,Eric Konkol,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Toledo,Tod Kowalczyk,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Saint Francis (PA),Rob Krimmel,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Oklahoma,Lon Kruger,sports_reference_2018_coaches,17,5,2,0,4,2,1,0,35,0.9694
Utah,Larry Krystkowiak,sports_reference_2018_coaches,4,1,0,0,2,1,0,0,6,0.8384
Duke,Mike Krzyzewski,sports_reference_2018_coaches,33,23,12,5,33,23,12,5,167,1.0
Southeastern Louisiana,Jay Ladner,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Colgate,Matt Langel,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Indiana State,Greg Lansing,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Miami FL,Jim Larranaga,sports_reference_2018_coaches,8,3,1,0,3,2,0,0,18,0.9429
Sacred Heart,Anthony Latina,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
East Carolina,Michael Perry,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Eastern Washington,Shantay Legans,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
DePaul,Dave Leitao,sports_reference_2018_coaches,2,0,0,0,1,0,0,0,2,0.6797
UC-Davis,Jim Les,sports_reference_2018_coaches,2,1,0,0,1,0,0,0,4,0.7799
Northern Colorado,Jeff Linder,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Valparaiso,Matt Lottich,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Missouri State,Paul Lusk,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Xavier,Chris Mack,sports_reference_2018_coaches,7,4,0,0,7,4,0,0,15,0.9206
Grand Canyon,Dan Majerle,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Marist,Mike Maker,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Wake Forest,Danny Manning,sports_reference_2018_coaches,2,0,0,0,1,0,0,0,2,0.6797
Louisiana,Bob Marlin,sports_reference_2018_coaches,3,0,0,0,1,0,0,0,3,0.7382
Alabama A&M,Donnie Marsh,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Central Connecticut,Donyell Marshall,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Wichita St.,Gregg Marshall,sports_reference_2018_coaches,13,2,1,0,6,2,1,0,21,0.9513
Saint Joseph's,Phil Martelli,sports_reference_2018_coaches,7,2,0,0,7,2,0,0,11,0.8844
Missouri,Cuonzo Martin,sports_reference_2018_coaches,2,1,0,0,0,0,0,0,4,0.7799
South Carolina,Frank Martin,sports_reference_2018_coaches,5,2,1,0,1,1,1,0,13,0.9109
Brown,Mike Martin,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Manhattan,Steve Masiello,sports_reference_2018_coaches,2,0,0,0,2,0,0,0,2,0.6797
Wagner,Bashir Mason,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Elon,Matt Matheny,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Iowa,Fran McCaffery,sports_reference_2018_coaches,8,0,0,0,3,0,0,0,8,0.8649
Massachusetts,Matt McCall,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
North Texas,Grant McCasland,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Illinois Chicago,Steve McClain,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Northwestern State,Mike McConathy,sports_reference_2018_coaches,3,0,0,0,3,0,0,0,3,0.7382
Florida A&M,Robert McCullum,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Creighton,Greg McDermott,sports_reference_2018_coaches,7,0,0,0,4,0,0,0,7,0.8552
UNC Asheville,Nick McDevitt,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Campbell,Kevin McGeehan,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
UNC Wilmington,C.B. McGrath,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Eastern Kentucky,Dan McHale,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Liberty,Ritchie McKay,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Davidson,Bob McKillop,sports_reference_2018_coaches,8,1,0,0,8,1,0,0,10,0.8733
Dartmouth,David McLaughlin,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Murray St.,Matt McMahon,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Drake,Niko Medved,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
UNLV,Marvin Menzies,sports_reference_2018_coaches,5,0,0,0,0,0,0,0,5,0.8134
Hofstra,Joe Mihalich,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Nebraska,Tim Miles,sports_reference_2018_coaches,2,0,0,0,1,0,0,0,2,0.6797
Indiana,Archie Miller,sports_reference_2018_coaches,4,1,0,0,0,0,0,0,6,0.8384
Arizona,Sean Miller,sports_reference_2018_coaches,10,7,0,0,6,5,0,0,24,0.9596
UNC Greensboro,Wes Miller,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Oral Roberts,Paul Mills,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Long Beach State,Dan Monson,sports_reference_2018_coaches,3,1,0,0,1,0,0,0,5,0.8134
Northern Illinois,Mark Montgomery,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Richmond,Chris Mooney,sports_reference_2018_coaches,2,1,0,0,2,1,0,0,4,0.7799
Loyola Chicago,Porter Moser,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
North Carolina Central,LeVelle Moton,sports_reference_2018_coaches,2,0,0,0,2,0,0,0,2,0.6797
Illinois State,Dan Muller,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
St. John's,Chris Mullin,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Northern Arizona,Jack Murphy,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Eastern Michigan,Rob Murphy,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Nevada,Eric Musselman,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Wright St.,Scott Nagy,sports_reference_2018_coaches,3,0,0,0,0,0,0,0,3,0.7382
Fordham,Jeff Neubauer,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Howard,Kevin Nickelberry,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Lafayette,Fran O'Hanlon,sports_reference_2018_coaches,3,0,0,0,3,0,0,0,3,0.7382
Bryant,Tim O'Shea,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
Buffalo,Nate Oats,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
UMBC,Ryan Odom,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Connecticut,Kevin Ollie,sports_reference_2018_coaches,2,1,1,1,2,1,1,1,16,0.9304
South Dakota St.,T.J. Otzelberger,sports_reference_2018_coaches,1,0,0,0,1,0,0,0,1,0.5627
Miami OH,Jack Owens,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Louisville,David Padgett,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Samford,Scott Padgett,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Purdue,Matt Painter,sports_reference_2018_coaches,10,3,0,0,9,3,0,0,16,0.9304
Chattanooga,Lamont Paris,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
UCSB,Joe Pasternack,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Georgia Tech,Josh Pastner,sports_reference_2018_coaches,4,0,0,0,0,0,0,0,4,0.7799
Siena,Jimmy Patsos,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
George Mason,Dave Paulsen,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Mississippi Valley State,Andre Payne,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Tennessee Tech,Steve Payne,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Auburn,Bruce Pearl,sports_reference_2018_coaches,8,4,0,0,0,0,0,0,16,0.9304
Portland State,Barret Peery,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Central Arkansas,Russ Pennell,sports_reference_2018_coaches,1,1,0,0,0,0,0,0,3,0.7382
Rice,Scott Pera,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
USC Upstate,Kyle Perry,sports_reference_2018_coaches,0,0,0,0,0,0,0,0,0,0.2396
Ohio,Saul Phillips,sports_reference_2018_coaches,2,0,0,0,0,0,0,0,2,0.6797
Rutgers,Steve Pikiell,sports_reference_2018_coaches,1,0,0,0,0,0,0,0,1,0.5627
