team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
TCU,Jamie Dixon,sports_reference_2023_coaches,13,3,0,0,2,0,0,0,19,0.945
Coppin State,Juan Dixon,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Penn,Steve Donahue,sports_reference_2023_coaches,4,1,0,0,1,0,0,0,6,0.8432
Grand Canyon,Bryce Drew,sports_reference_2023_coaches,4,0,0,0,1,0,0,0,4,0.7855
Baylor,Scott Drew,sports_reference_2023_coaches,10,5,1,1,10,5,1,1,32,0.9732
North Florida,Matthew Driscoll,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Weber State,Eric Duft,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Quinnipiac,Baker Dunleavy,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Marist,John Dunne,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
La Salle,Fran Dunphy,sports_reference_2023_coaches,17,0,0,0,0,0,0,0,17,0.9383
UMass-Lowell,Pat Duquette,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
San Diego St.,Brian Dutcher,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
Cornell,Brian Earl,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Chattanooga,Dan Earl,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Coastal Carolina,Cliff Ellis,sports_reference_2023_coaches,10,3,0,0,2,0,0,0,16,0.9343
USC,Andy Enfield,sports_reference_2023_coaches,5,2,0,0,4,1,0,0,9,0.8887
Mount St. Mary's,Dan Engelstad,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Columbia,Jim Engles,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
George Mason,Kim English,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Georgetown,Patrick Ewing,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Presbyterian,Quinton Ferrell,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UMBC,Jim Ferry,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Gonzaga,Mark Few,sports_reference_2023_coaches,22,11,2,0,22,11,2,0,52,0.9866
Texas-Rio Grande Valley,Matt Figger,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
William & Mary,Dane Fischer,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Wake Forest,Steve Forbes,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Missouri State,Dana Ford,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Stony Brook,Geno Ford,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Louis,Travis Ford,sports_reference_2023_coaches,7,0,0,0,1,0,0,0,7,0.87
California,Mark Fox,sports_reference_2023_coaches,5,0,0,0,0,0,0,0,5,0.8097
Merrimack,Joe Gallo,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Hawaii,Eran Ganot,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Wisconsin,Greg Gard,sports_reference_2023_coaches,5,2,0,0,5,2,0,0,9,0.8887
Mercer,Greg Gary,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Missouri,Dennis Gates,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Lindenwood,Kyle Gerdeman,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
San Francisco,Chris Gerlufsen,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Chicago State,Gerald Gillion,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tarleton State,Billy Gillispie,sports_reference_2023_coaches,4,1,0,0,0,0,0,0,6,0.8432
Northwestern State,Corey Gipson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Florida,Todd Golden,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
UTEP,Joe Golding,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Southern Indiana,Stan Gouard,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Dayton,Anthony Grant,sports_reference_2023_coaches,3,0,0,0,0,0,0,0,3,0.7453
Boston College,Earl Grant,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Bryant,Jared Grasso,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Western Carolina,Justin Gray,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Florida,Brian Gregory,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Akron,John Groce,sports_reference_2023_coaches,4,1,0,0,1,0,0,0,6,0.8432
Stanford,Jerod Haase,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Eastern Kentucky,A.W. Hamilton,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Florida St.,Leonard Hamilton,sports_reference_2023_coaches,11,5,0,0,8,4,0,0,21,0.9504
Memphis,Anfernee Hardaway,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Loyola MD,Tavaras Hardy,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Jacksonville St.,Ray Harper,sports_reference_2023_coaches,4,0,0,0,2,0,0,0,4,0.7855
Georgia State,Jonas Hayes,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Eastern Michigan,Stan Heath,sports_reference_2023_coaches,4,1,0,0,0,0,0,0,6,0.8432
New Mexico State,Greg Heiar,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
South Dakota St.,Eric Henderson,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Princeton,Mitch Henderson,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
UTSA,Steve Henson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
New Hampshire,Bill Herrion,sports_reference_2023_coaches,3,0,0,0,0,0,0,0,3,0.7453
Louisiana Tech,Talvin Hester,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Nebraska,Fred Hoiberg,sports_reference_2023_coaches,4,1,0,0,0,0,0,0,6,0.8432
Seton Hall,Shaheen Holloway,sports_reference_2023_coaches,1,1,0,0,0,0,0,0,3,0.7453
Ohio St.,Chris Holtmann,sports_reference_2023_coaches,7,1,0,0,4,0,0,0,9,0.8887
Sam Houston,Jason Hooten,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Washington,Mike Hopkins,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Northern Kentucky,Darrin Horn,sports_reference_2023_coaches,1,1,0,0,0,0,0,0,3,0.7453
Michigan,Juwan Howard,sports_reference_2023_coaches,2,2,0,0,2,2,0,0,6,0.8432
Bowling Green,Michael Huger,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
West Virginia,Bob Huggins,sports_reference_2023_coaches,25,9,2,0,10,5,1,0,51,0.9839
Alabama A&M,Otis Hughley Jr.,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tulane,Ron Hunter,sports_reference_2023_coaches,4,0,0,0,0,0,0,0,4,0.7855
Arizona St.,Bobby Hurley,sports_reference_2023_coaches,3,0,0,0,2,0,0,0,3,0.7453
Connecticut,Dan Hurley,sports_reference_2023_coaches,4,0,0,1,2,0,0,1,12,0.9115
Fresno St.,Justin Hutson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Delaware,Martin Ingelsby,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Mississippi Valley State,George Ivory,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Michigan St.,Tom Izzo,sports_reference_2023_coaches,24,14,8,1,24,14,8,1,92,0.996
Grambling,Donte Jackson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Northern Iowa,Ben Jacobson,sports_reference_2023_coaches,4,1,0,0,4,1,0,0,6,0.8432
Austin Peay,Nate James,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Mississippi St.,Chris Jans,sports_reference_2023_coaches,3,0,0,0,0,0,0,0,3,0.7453
Western Illinois,Rob Jeter,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Minnesota,Ben Johnson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UT Arlington,Royce Johnson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Loyola Marymount,Stan Johnson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Texas State,Terrence Johnson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Cal St. Northridge,Trent Johnson,sports_reference_2023_coaches,5,2,0,0,0,0,0,0,9,0.8887
Stetson,Donnie Jones,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Yale,James Jones,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
Old Dominion,Jeff Jones,sports_reference_2023_coaches,8,2,0,0,1,0,0,0,12,0.9115
Boston University,Joe Jones,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Texas Southern,Johnny Jones,sports_reference_2023_coaches,5,0,0,0,2,0,0,0,5,0.8097
UNC Greensboro,Mike Jones,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Norfolk St.,Robert Jones,sports_reference_2023_coaches,2,0,0,0,2,0,0,0,2,0.6863
Lafayette,Mike Jordan,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Hampton,Edward Joyner Jr,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
Utah Tech,Jon Judkins,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Oakland,Greg Kampe,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
N.C. State,Kevin Keatts,sports_reference_2023_coaches,3,0,0,0,1,0,0,0,3,0.7453
Stephen F. Austin,Kyle Keller,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Charleston,Pat Kelsey,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
UAB,Andy Kennedy,sports_reference_2023_coaches,3,0,0,0,1,0,0,0,3,0.7453
NJIT,Brian Kennedy,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Appalachian St.,Dustin Kerns,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Southeastern Louisiana,David Kiefer,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Albany (NY),Dwayne Killings,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tulsa,Eric Konkol,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southeast Missouri State,Brad Korn,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Toledo,Tod Kowalczyk,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Stonehill,Chris Kraus,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Francis (PA),Rob Krimmel,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UNLV,Kevin Kruger,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Southern Miss,Jay Ladner,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Joseph's,Billy Lange,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Colgate,Matt Langel,sports_reference_2023_coaches,3,0,0,0,3,0,0,0,3,0.7453
SMU,Rob Lanier,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Miami FL,Jim Larranaga,sports_reference_2023_coaches,10,4,1,0,5,3,0,0,22,0.9544
Sacred Heart,Anthony Latina,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
San Diego,Steve Lavin,sports_reference_2023_coaches,8,5,0,0,0,0,0,0,18,0.941
Portland,Shantay Legans,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Queens (NC),Grant Leonard,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UC-Davis,Jim Les,sports_reference_2023_coaches,2,1,0,0,1,0,0,0,4,0.7855
Ball State,Michael Lewis,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Wyoming,Jeff Linder,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Arizona,Tommy Lloyd,sports_reference_2023_coaches,1,1,0,0,1,1,0,0,3,0.7453
Idaho State,Ryan Looney,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Valparaiso,Matt Lottich,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Milwaukee,Bart Lundy,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Texas A&M-Corpus Christi,Steve Lutz,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Siena,Carmen Maciariello,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Alabama St.,Tony Madlock,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Utah Valley,Mark Madsen,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UC-Riverside,Mike Magpayo,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Maine,Chris Markwood,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Louisiana,Bob Marlin,sports_reference_2023_coaches,3,0,0,0,1,0,0,0,3,0.7453
South Carolina State,Erik Martin,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Massachusetts,Frank Martin,sports_reference_2023_coaches,5,2,1,0,0,0,0,0,13,0.9209
Brown,Mike Martin,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Saint Peter's,Bashir Mason,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Butler,Thad Matta,sports_reference_2023_coaches,13,6,2,0,1,0,0,0,33,0.9759
Florida Atlantic,Dusty May,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Wofford,Dwight Perry,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Iowa,Fran McCaffery,sports_reference_2023_coaches,11,0,0,0,6,0,0,0,11,0.9048
North Texas,Grant McCasland,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Florida A&M,Robert McCullum,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Creighton,Greg McDermott,sports_reference_2023_coaches,10,1,0,0,7,1,0,0,12,0.9115
Middle Tennessee,Nick McDevitt,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
Campbell,Kevin McGeehan,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Liberty,Ritchie McKay,sports_reference_2023_coaches,3,0,0,0,2,0,0,0,3,0.7453
Temple,Aaron McKie,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Davidson,Matt McKillop,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Dartmouth,David McLaughlin,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
LSU,Matt McMahon,sports_reference_2023_coaches,3,0,0,0,0,0,0,0,3,0.7453
Samford,Bucky McMillan,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Colorado St.,Niko Medved,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Missouri-Kansas City,Marvin Menzies,sports_reference_2023_coaches,5,0,0,0,0,0,0,0,5,0.8097
San Jose State,Tim Miles,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Rhode Island,Archie Miller,sports_reference_2023_coaches,4,1,0,0,0,0,0,0,6,0.8432
Xavier,Sean Miller,sports_reference_2023_coaches,11,7,0,0,4,2,0,0,25,0.9611
Cincinnati,Wes Miller,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
Oral Roberts,Paul Mills,sports_reference_2023_coaches,1,1,0,0,1,1,0,0,3,0.7453
Jacksonville,Jordan Mincy,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Long Beach State,Dan Monson,sports_reference_2023_coaches,3,1,0,0,1,0,0,0,5,0.8097
Richmond,Peter Thomas,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
UNC Asheville,Mike Morrell,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Oklahoma,Porter Moser,sports_reference_2023_coaches,2,2,1,0,0,0,0,0,10,0.8981
North Carolina Central,LeVelle Moton,sports_reference_2023_coaches,4,0,0,0,4,0,0,0,4,0.7855
Southern Illinois,Bryan Mullins,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Arkansas,Eric Musselman,sports_reference_2023_coaches,5,3,0,0,2,2,0,0,11,0.9048
Wright St.,Scott Nagy,sports_reference_2023_coaches,5,0,0,0,2,0,0,0,5,0.8097
Holy Cross,Brett Nelson,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Villanova,Kyle Neptune,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Radford,Darris Nichols,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Alabama,Nate Oats,sports_reference_2023_coaches,5,1,0,0,2,1,0,0,7,0.87
Utah St.,Ryan Odom,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
UC San Diego,Eric Olen,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
ETSU,Desmond Oliver,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Iowa St.,T.J. Otzelberger,sports_reference_2023_coaches,3,1,0,0,1,1,0,0,5,0.8097
Green Bay,Freddie Owens,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Purdue,Matt Painter,sports_reference_2023_coaches,14,6,0,0,13,6,0,0,26,0.9651
South Carolina,Lamont Paris,sports_reference_2023_coaches,1,0,0,0,0,0,0,0,1,0.5791
UCSB,Joe Pasternack,sports_reference_2023_coaches,1,0,0,0,1,0,0,0,1,0.5791
Georgia Tech,Josh Pastner,sports_reference_2023_coaches,5,0,0,0,1,0,0,0,5,0.8097
Sacramento State,David Patrick,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Niagara,Greg Paulus,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Louisville,Kenny Payne,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Auburn,Bruce Pearl,sports_reference_2023_coaches,11,5,1,0,3,1,1,0,25,0.9611
Illinois State,Ryan Pedon,sports_reference_2023_coaches,0,0,0,0,0,0,0,0,0,0.2493
Tennessee Tech,John Pelphrey,sports_reference_2023_coaches,2,0,0,0,0,0,0,0,2,0.6863
