team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Northern Arizona,Shane Burcar,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Georgia Southern,Brian Burg,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Alcorn State,Landon Bussie,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
James Madison,Mark Byington,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Youngstown State,Jerrod Calhoun,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Kentucky,John Calipari,sports_reference_2021_coaches,20,15,6,1,9,8,4,1,82,0.9857
Pittsburgh,Jeff Capel III,sports_reference_2021_coaches,3,1,0,0,0,0,0,0,5,0.81
George Washington,Jamion Christian,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Boston College,Scott Spinelli,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Nicholls State,Austin Claunch,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Idaho,Zac Claus,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Northeastern,Bill Coen,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
Purdue Fort Wayne,Jon Coffman,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Tennessee State,Brian Collins,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Northwestern,Chris Collins,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Providence,Ed Cooley,sports_reference_2021_coaches,5,0,0,0,5,0,0,0,5,0.81
Houston Christian,Ron Cottrell,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Rhode Island,David Cox,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Gardner-Webb,Tim Craft,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Georgia,Tom Crean,sports_reference_2021_coaches,9,4,1,0,0,0,0,0,21,0.9371
UCLA,Mick Cronin,sports_reference_2021_coaches,11,1,0,0,0,0,0,0,13,0.8986
Troy,Scott Cross,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Cal Baptist,Rick Croy,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Incarnate Word,Carson Cunningham,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Marshall,Dan D'Antoni II,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Duquesne,Keith Dambrot,sports_reference_2021_coaches,3,0,0,0,0,0,0,0,3,0.7343
Bellarmine,Scott Davenport,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Central Michigan,Keno Davis,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Mississippi,Kermit Davis Jr,sports_reference_2021_coaches,6,0,0,0,1,0,0,0,6,0.8414
Detroit Mercy,Mike Davis,sports_reference_2021_coaches,9,1,1,0,0,0,0,0,15,0.9086
Bucknell,Nathan Davis,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
UCF,Johnny Dawkins Jr,sports_reference_2021_coaches,2,1,0,0,1,0,0,0,4,0.7757
Navy,Ed DeChellis,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Montana,Travis DeCuire,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
Fordham,Mike DePaoli,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Drake,Darian DeVries,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Binghamton,Tommy Dempsey,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
USC Upstate,Dave Dickerson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
TCU,Jamie Dixon,sports_reference_2021_coaches,12,3,0,0,1,0,0,0,18,0.9243
Coppin State,Juan Dixon,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Missouri-Kansas City,Billy Donlon,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
East Carolina,Joe Dooley,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Grand Canyon,Bryce Drew,sports_reference_2021_coaches,3,0,0,0,0,0,0,0,3,0.7343
Baylor,Scott Drew,sports_reference_2021_coaches,8,4,0,1,8,4,0,1,24,0.9443
North Florida,Matthew Driscoll,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Quinnipiac,Baker Dunleavy,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Marist,John Dunne,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
UMass-Lowell,Pat Duquette,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
San Diego St.,Brian Dutcher,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
VMI,Dan Earl,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Coastal Carolina,Cliff Ellis,sports_reference_2021_coaches,10,3,0,0,2,0,0,0,16,0.9129
USC,Andy Enfield,sports_reference_2021_coaches,3,1,0,0,2,0,0,0,5,0.81
Mount St. Mary's,Dan Engelstad,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Georgetown,Patrick Ewing,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Presbyterian,Quinton Ferrell,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Penn St.,Jim Ferry,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Gonzaga,Mark Few,sports_reference_2021_coaches,20,9,1,0,20,9,1,0,42,0.97
Austin Peay,Matt Figger,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
William & Mary,Dane Fischer,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Florida Gulf Coast,Michael Fly,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Wake Forest,Steve Forbes,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Missouri State,Dana Ford,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Stony Brook,Geno Ford,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Saint Louis,Travis Ford,sports_reference_2021_coaches,7,0,0,0,1,0,0,0,7,0.8629
California,Mark Fox,sports_reference_2021_coaches,5,0,0,0,0,0,0,0,5,0.81
Hartford,John Gallagher,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Merrimack,Joe Gallo,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Hawaii,Eran Ganot,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Wisconsin,Greg Gard,sports_reference_2021_coaches,3,2,0,0,3,2,0,0,7,0.8629
South Carolina State,Murray Garvin,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Mercer,Greg Gary,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Cleveland St.,Dennis Gates,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Tarleton State,Billy Gillispie,sports_reference_2021_coaches,4,1,0,0,0,0,0,0,6,0.8414
San Francisco,Todd Golden,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Abilene Christian,Joe Golding,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Cal St. Northridge,Mark Gottfried,sports_reference_2021_coaches,11,3,0,0,0,0,0,0,17,0.9186
Dayton,Anthony Grant,sports_reference_2021_coaches,3,0,0,0,0,0,0,0,3,0.7343
Charleston,Earl Grant,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Bryant,Jared Grasso,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
South Florida,Brian Gregory,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Akron,John Groce,sports_reference_2021_coaches,3,1,0,0,0,0,0,0,5,0.81
Stanford,Jerod Haase,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Tulsa,Frank Haith,sports_reference_2021_coaches,4,0,0,0,1,0,0,0,4,0.7757
Eastern Kentucky,A.W. Hamilton,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Florida St.,Leonard Hamilton,sports_reference_2021_coaches,10,4,0,0,7,3,0,0,18,0.9243
Nebraska Omaha,Derrin Hansen,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Memphis,Anfernee Hardaway,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Loyola MD,Tavaras Hardy,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Jacksonville St.,Ray Harper,sports_reference_2021_coaches,3,0,0,0,1,0,0,0,3,0.7343
Seattle,Jim Hayford,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
South Dakota St.,Eric Henderson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
UTSA,Steve Henson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Fairleigh Dickinson,Greg Herenda,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
New Hampshire,Bill Herrion,sports_reference_2021_coaches,3,0,0,0,0,0,0,0,3,0.7343
Texas-Rio Grande Valley,Jai Steadman,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Nebraska,Fred Hoiberg,sports_reference_2021_coaches,4,1,0,0,0,0,0,0,6,0.8414
Saint Peter's,Shaheen Holloway,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Ohio St.,Chris Holtmann,sports_reference_2021_coaches,5,1,0,0,2,0,0,0,7,0.8629
Sam Houston,Jason Hooten,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Washington,Mike Hopkins,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Northern Kentucky,Darrin Horn,sports_reference_2021_coaches,1,1,0,0,0,0,0,0,3,0.7343
La Salle,Ashley Howard,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Alabama A&M,Dylan Howard,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Michigan,Juwan Howard,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Mississippi St.,Ben Howland,sports_reference_2021_coaches,11,5,3,0,1,0,0,0,33,0.9629
Bowling Green,Michael Huger,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
West Virginia,Bob Huggins,sports_reference_2021_coaches,24,9,2,0,9,5,1,0,50,0.9771
Mississippi Valley State,Lindsey Hunter Jr,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Tulane,Ron Hunter,sports_reference_2021_coaches,4,0,0,0,0,0,0,0,4,0.7757
Arizona St.,Bobby Hurley,sports_reference_2021_coaches,3,0,0,0,2,0,0,0,3,0.7343
Connecticut,Dan Hurley,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Fresno St.,Justin Hutson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Delaware,Martin Ingelsby,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Chicago State,Lance Irvin,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Arkansas-Pine Bluff,George Ivory,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Michigan St.,Tom Izzo,sports_reference_2021_coaches,22,14,8,1,22,14,8,1,90,0.9886
Grambling,Donte Jackson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Northern Iowa,Ben Jacobson,sports_reference_2021_coaches,4,1,0,0,4,1,0,0,6,0.8414
SMU,Tim Jankovich,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
New Mexico State,Chris Jans,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
Jacksonville,Tony Jasick,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Western Illinois,Rob Jeter,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Portland,Ben Johnson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Loyola Marymount,Stan Johnson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Texas State,Terrence Johnson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Stetson,Donnie Jones,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Old Dominion,Jeff Jones,sports_reference_2021_coaches,8,2,0,0,1,0,0,0,12,0.8886
Boston University,Joe Jones,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Texas Southern,Johnny Jones,sports_reference_2021_coaches,3,0,0,0,0,0,0,0,3,0.7343
Radford,Mike Jones,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Norfolk St.,Robert Jones,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
North Carolina A&T,Willie Jones,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Butler,LaVall Jordan,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Hampton,Edward Joyner Jr,sports_reference_2021_coaches,3,0,0,0,3,0,0,0,3,0.7343
Utah Tech,Jon Judkins,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Oakland,Greg Kampe,sports_reference_2021_coaches,3,0,0,0,3,0,0,0,3,0.7343
Sacramento State,Brian Katz,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
N.C. State,Kevin Keatts,sports_reference_2021_coaches,3,0,0,0,1,0,0,0,3,0.7343
Stephen F. Austin,Kyle Keller,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
LIU,Derek Kellogg,sports_reference_2021_coaches,2,0,0,0,1,0,0,0,2,0.6629
Winthrop,Pat Kelsey,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
UAB,Andy Kennedy,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
NJIT,Brian Kennedy,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Appalachian St.,Dustin Kerns,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Southeastern Louisiana,David Kiefer,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Louisiana Tech,Eric Konkol,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Southeast Missouri State,Brad Korn,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Toledo,Tod Kowalczyk,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Saint Francis (PA),Rob Krimmel,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Oklahoma,Lon Kruger,sports_reference_2021_coaches,19,5,2,0,6,2,1,0,37,0.9657
Utah,Larry Krystkowiak,sports_reference_2021_coaches,4,1,0,0,2,1,0,0,6,0.8414
Duke,Mike Krzyzewski,sports_reference_2021_coaches,35,25,12,5,35,25,12,5,173,1.0
Southern Miss,Jay Ladner,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Saint Joseph's,Billy Lange,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Colgate,Matt Langel,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Georgia State,Rob Lanier,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Indiana State,Greg Lansing,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Miami FL,Jim Larranaga,sports_reference_2021_coaches,9,3,1,0,4,2,0,0,19,0.93
Sacred Heart,Anthony Latina,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
South Dakota,Todd Lee,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Eastern Washington,Shantay Legans,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
DePaul,Dave Leitao,sports_reference_2021_coaches,2,0,0,0,1,0,0,0,2,0.6629
UC-Davis,Jim Les,sports_reference_2021_coaches,2,1,0,0,1,0,0,0,4,0.7757
Evansville,Todd Lickliter,sports_reference_2021_coaches,2,2,0,0,0,0,0,0,6,0.8414
Wyoming,Jeff Linder,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Idaho State,Ryan Looney,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Valparaiso,Matt Lottich,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Siena,Carmen Maciariello,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Louisville,Chris Mack,sports_reference_2021_coaches,9,4,0,0,1,0,0,0,17,0.9186
Utah Valley,Mark Madsen,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
UC-Riverside,Mike Magpayo,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Louisiana,Bob Marlin,sports_reference_2021_coaches,3,0,0,0,1,0,0,0,3,0.7343
Central Connecticut,Donyell Marshall,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Missouri,Cuonzo Martin,sports_reference_2021_coaches,3,1,0,0,1,0,0,0,5,0.81
South Carolina,Frank Martin,sports_reference_2021_coaches,5,2,1,0,1,1,1,0,13,0.8986
Manhattan,Steve Masiello,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
Wagner,Bashir Mason,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Florida Atlantic,Dusty May,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Wofford,Jay McAuley,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Iowa,Fran McCaffery,sports_reference_2021_coaches,9,0,0,0,4,0,0,0,9,0.8757
Massachusetts,Matt McCall,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
North Texas,Grant McCasland,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Northwestern State,Mike McConathy,sports_reference_2021_coaches,3,0,0,0,3,0,0,0,3,0.7343
Florida A&M,Robert McCullum,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Creighton,Greg McDermott,sports_reference_2021_coaches,8,0,0,0,5,0,0,0,8,0.8714
Middle Tennessee,Nick McDevitt,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Campbell,Kevin McGeehan,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Liberty,Ritchie McKay,sports_reference_2021_coaches,2,0,0,0,1,0,0,0,2,0.6629
Temple,Aaron McKie,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Davidson,Bob McKillop,sports_reference_2021_coaches,9,1,0,0,9,1,0,0,11,0.8843
Murray St.,Matt McMahon,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
Samford,Bucky McMillan,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Colorado St.,Niko Medved,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Hofstra,Joe Mihalich,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Indiana,Archie Miller,sports_reference_2021_coaches,4,1,0,0,0,0,0,0,6,0.8414
Arizona,Sean Miller,sports_reference_2021_coaches,11,7,0,0,7,5,0,0,25,0.95
UNC Greensboro,Wes Miller,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
Oral Roberts,Paul Mills,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Long Beach State,Dan Monson,sports_reference_2021_coaches,3,1,0,0,1,0,0,0,5,0.81
Northern Illinois,Mark Montgomery,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Richmond,Chris Mooney,sports_reference_2021_coaches,2,1,0,0,2,1,0,0,4,0.7757
UNC Asheville,Mike Morrell,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Loyola Chicago,Porter Moser,sports_reference_2021_coaches,1,1,1,0,1,1,1,0,7,0.8629
North Carolina Central,LeVelle Moton,sports_reference_2021_coaches,4,0,0,0,4,0,0,0,4,0.7757
Illinois State,Dan Muller,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Southern Illinois,Bryan Mullins,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Eastern Michigan,Rob Murphy,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Arkansas,Eric Musselman,sports_reference_2021_coaches,3,1,0,0,0,0,0,0,5,0.81
Wright St.,Scott Nagy,sports_reference_2021_coaches,4,0,0,0,1,0,0,0,4,0.7757
Holy Cross,Brett Nelson,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Lafayette,Fran O'Hanlon,sports_reference_2021_coaches,3,0,0,0,3,0,0,0,3,0.7343
Alabama,Nate Oats,sports_reference_2021_coaches,3,0,0,0,0,0,0,0,3,0.7343
UMBC,Ryan Odom,sports_reference_2021_coaches,1,0,0,0,1,0,0,0,1,0.5529
UT Arlington,Chris Ogden,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
UC San Diego,Eric Olen,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
UNLV,T.J. Otzelberger,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Miami OH,Jack Owens,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Purdue,Matt Painter,sports_reference_2021_coaches,12,5,0,0,11,5,0,0,22,0.94
Chattanooga,Lamont Paris,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
UCSB,Joe Pasternack,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Georgia Tech,Josh Pastner,sports_reference_2021_coaches,4,0,0,0,0,0,0,0,4,0.7757
George Mason,Dave Paulsen,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Niagara,Greg Paulus,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Auburn,Bruce Pearl,sports_reference_2021_coaches,10,5,1,0,2,1,1,0,24,0.9443
Portland State,Barret Peery,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Tennessee Tech,John Pelphrey,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
Rice,Scott Pera,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Rutgers,Steve Pikiell,sports_reference_2021_coaches,1,0,0,0,0,0,0,0,1,0.5529
Minnesota,Richard Pitino,sports_reference_2021_coaches,2,0,0,0,2,0,0,0,2,0.6629
Iona,Rick Pitino,sports_reference_2021_coaches,21,13,7,2,0,0,0,0,91,0.9914
BYU,Mark Pope,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Lamar,Tic Price,sports_reference_2021_coaches,2,0,0,0,0,0,0,0,2,0.6629
San Jose State,Jean Prioleau,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
Iowa St.,Steve Prohm,sports_reference_2021_coaches,4,1,0,0,3,1,0,0,6,0.8414
Western Carolina,Mark Prosser,sports_reference_2021_coaches,0,0,0,0,0,0,0,0,0,0.2443
