team,coach,source,career_ncaa_pre,career_s16_pre,career_ff_pre,career_titles_pre,school_ncaa_pre,school_s16_pre,school_ff_pre,school_titles_pre,coach_resume_points_pre,coach_tourney_score
Hampton,Edward Joyner Jr,sports_reference_2017_coaches,3,0,0,0,3,0,0,0,3,0.7189
North Carolina A&T,Jay Joyner,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Oakland,Greg Kampe,sports_reference_2017_coaches,3,0,0,0,3,0,0,0,3,0.7189
Texas State,Danny Kaspar,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Sacramento State,Brian Katz,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
UNC Wilmington,Kevin Keatts,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Stephen F. Austin,Kyle Keller,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Massachusetts,Derek Kellogg,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Winthrop,Pat Kelsey,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Mississippi,Andy Kennedy,sports_reference_2017_coaches,2,0,0,0,2,0,0,0,2,0.6582
Texas A&M,Billy Kennedy,sports_reference_2017_coaches,3,1,0,0,1,1,0,0,5,0.8008
NJIT,Brian Kennedy,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Washington St.,Ernie Kent,sports_reference_2017_coaches,6,2,0,0,0,0,0,0,10,0.8559
Louisiana Tech,Eric Konkol,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Toledo,Tod Kowalczyk,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Saint Francis (PA),Rob Krimmel,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Oklahoma,Lon Kruger,sports_reference_2017_coaches,17,5,2,0,4,2,1,0,35,0.9661
Utah,Larry Krystkowiak,sports_reference_2017_coaches,4,1,0,0,2,1,0,0,6,0.822
Duke,Mike Krzyzewski,sports_reference_2017_coaches,32,23,12,5,32,23,12,5,166,1.0
Southeastern Louisiana,Jay Ladner,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Colgate,Matt Langel,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Indiana State,Greg Lansing,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Miami FL,Jim Larranaga,sports_reference_2017_coaches,7,3,1,0,2,2,0,0,17,0.9294
Sacred Heart,Anthony Latina,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
East Carolina,Jeff Lebo,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
DePaul,Dave Leitao,sports_reference_2017_coaches,2,0,0,0,1,0,0,0,2,0.6582
UC-Davis,Jim Les,sports_reference_2017_coaches,1,1,0,0,0,0,0,0,3,0.7189
Northern Colorado,Jeff Linder,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Austin Peay,Dave Loos,sports_reference_2017_coaches,4,0,0,0,4,0,0,0,4,0.7698
Valparaiso,Matt Lottich,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Missouri State,Paul Lusk,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Xavier,Chris Mack,sports_reference_2017_coaches,6,3,0,0,6,3,0,0,12,0.8898
Grand Canyon,Dan Majerle,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Marist,Mike Maker,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Wake Forest,Danny Manning,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Louisiana,Bob Marlin,sports_reference_2017_coaches,3,0,0,0,1,0,0,0,3,0.7189
Central Connecticut,Donyell Marshall,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Wichita St.,Gregg Marshall,sports_reference_2017_coaches,12,2,1,0,5,2,1,0,20,0.9421
Saint Joseph's,Phil Martelli,sports_reference_2017_coaches,7,2,0,0,7,2,0,0,11,0.8729
California,Cuonzo Martin,sports_reference_2017_coaches,2,1,0,0,1,0,0,0,4,0.7698
South Carolina,Frank Martin,sports_reference_2017_coaches,4,1,0,0,0,0,0,0,6,0.822
Brown,Mike Martin,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Manhattan,Steve Masiello,sports_reference_2017_coaches,2,0,0,0,2,0,0,0,2,0.6582
Wagner,Bashir Mason,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Elon,Matt Matheny,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Ohio St.,Thad Matta,sports_reference_2017_coaches,13,6,2,0,9,5,2,0,33,0.9633
Iowa,Fran McCaffery,sports_reference_2017_coaches,8,0,0,0,3,0,0,0,8,0.8475
Chattanooga,Matt McCall,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Arkansas State,Grant McCasland,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Illinois Chicago,Steve McClain,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Northwestern State,Mike McConathy,sports_reference_2017_coaches,3,0,0,0,3,0,0,0,3,0.7189
Creighton,Greg McDermott,sports_reference_2017_coaches,6,0,0,0,3,0,0,0,6,0.822
UNC Asheville,Nick McDevitt,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Campbell,Kevin McGeehan,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Eastern Kentucky,Dan McHale,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Liberty,Ritchie McKay,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Davidson,Bob McKillop,sports_reference_2017_coaches,8,1,0,0,8,1,0,0,10,0.8559
Dartmouth,David McLaughlin,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Murray St.,Matt McMahon,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Furman,Niko Medved,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
UNLV,Marvin Menzies,sports_reference_2017_coaches,5,0,0,0,0,0,0,0,5,0.8008
Hofstra,Joe Mihalich,sports_reference_2017_coaches,2,0,0,0,0,0,0,0,2,0.6582
Nebraska,Tim Miles,sports_reference_2017_coaches,2,0,0,0,1,0,0,0,2,0.6582
Dayton,Archie Miller,sports_reference_2017_coaches,3,1,0,0,3,1,0,0,5,0.8008
Arizona,Sean Miller,sports_reference_2017_coaches,9,6,0,0,5,4,0,0,21,0.9477
UNC Greensboro,Wes Miller,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Long Beach State,Dan Monson,sports_reference_2017_coaches,3,1,0,0,1,0,0,0,5,0.8008
Northern Illinois,Mark Montgomery,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Richmond,Chris Mooney,sports_reference_2017_coaches,2,1,0,0,2,1,0,0,4,0.7698
Quinnipiac,Tom Moore,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Loyola Chicago,Porter Moser,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
North Carolina Central,LeVelle Moton,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Illinois State,Dan Muller,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
St. John's,Chris Mullin,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Northern Arizona,Jack Murphy,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Eastern Michigan,Rob Murphy,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Nevada,Eric Musselman,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Wright St.,Scott Nagy,sports_reference_2017_coaches,3,0,0,0,0,0,0,0,3,0.7189
New Mexico,Craig Neal,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Fordham,Jeff Neubauer,sports_reference_2017_coaches,2,0,0,0,0,0,0,0,2,0.6582
Presbyterian,Gregg Nibert,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Howard,Kevin Nickelberry,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Lafayette,Fran O'Hanlon,sports_reference_2017_coaches,3,0,0,0,3,0,0,0,3,0.7189
Bryant,Tim O'Shea,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Buffalo,Nate Oats,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
UMBC,Ryan Odom,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Connecticut,Kevin Ollie,sports_reference_2017_coaches,2,1,1,1,2,1,1,1,16,0.9181
South Dakota St.,T.J. Otzelberger,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Samford,Scott Padgett,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Purdue,Matt Painter,sports_reference_2017_coaches,9,2,0,0,8,2,0,0,13,0.9025
Georgia Tech,Josh Pastner,sports_reference_2017_coaches,4,0,0,0,0,0,0,0,4,0.7698
Siena,Jimmy Patsos,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
George Mason,Dave Paulsen,sports_reference_2017_coaches,2,0,0,0,0,0,0,0,2,0.6582
Mississippi Valley State,Andre Payne,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
USC Upstate,Eddie Payne,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Tennessee Tech,Steve Payne,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Auburn,Bruce Pearl,sports_reference_2017_coaches,8,4,0,0,0,0,0,0,16,0.9181
Central Arkansas,Russ Pennell,sports_reference_2017_coaches,1,1,0,0,0,0,0,0,3,0.7189
LIU,Jack Perri,sports_reference_2017_coaches,1,0,0,0,1,0,0,0,1,0.5523
Ohio,Saul Phillips,sports_reference_2017_coaches,2,0,0,0,0,0,0,0,2,0.6582
Rutgers,Steve Pikiell,sports_reference_2017_coaches,1,0,0,0,0,0,0,0,1,0.5523
Air Force,Dave Pilipovich,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Minnesota,Richard Pitino,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Louisville,Rick Pitino,sports_reference_2017_coaches,20,13,7,2,12,7,3,1,90,0.9915
Utah Valley,Mark Pope,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Portland,Terry Porter,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Charlotte,Mark Price,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
Lamar,Tic Price,sports_reference_2017_coaches,2,0,0,0,0,0,0,0,2,0.6582
Iowa St.,Steve Prohm,sports_reference_2017_coaches,2,1,0,0,1,1,0,0,4,0.7698
Charleston Southern,Barclay Radebaugh,sports_reference_2017_coaches,0,0,0,0,0,0,0,0,0,0.2373
